index,baseline survival
0.1989,0.9931635056565864
0.2057,0.9931101871261659
0.2066,0.9930568687591489
0.21,0.993003547484098
0.2121,0.9929500823812626
0.2128,0.9928966077569784
0.2136,0.9928430589922338
0.2154,0.9927892319768292
0.216,0.9927353990665473
0.2185,0.9926815664391347
0.2207,0.9926276953390334
0.2212,0.9925738033926332
0.2223,0.992519901348312
0.2279,0.9924659825493923
0.2293,0.9924119832414565
0.2354,0.9923579696982893
0.2372,0.9922498104928938
0.2381,0.9921957169598262
0.2446,0.9921415968199245
0.2455,0.992087464970548
0.2486,0.9920333022336831
0.2488,0.9919791258933437
0.2493,0.9919249485048006
0.2515,0.991870723388187
0.2538,0.9918164784358917
0.2568,0.9917622259164678
0.257,0.9917079517810194
0.2604,0.9916536721391335
0.2607,0.9915993746783482
0.2658,0.9915450741909112
0.2678,0.9914904087596964
0.2686,0.991435585817589
0.2688,0.9913807650083147
0.271,0.9913259029324281
0.272,0.9912709735933831
0.2725,0.9912160178551838
0.2727,0.9911610078429431
0.2729,0.9911059867569404
0.2775,0.9910509630693136
0.2799,0.9909958916440617
0.282,0.9909407976057552
0.2836,0.9908856336490719
0.2844,0.990830464501666
0.2853,0.9907751829275308
0.2883,0.9907198957439597
0.2906,0.9906645792610194
0.2922,0.990609221944927
0.2924,0.9905537717969257
0.2934,0.9904983196588073
0.2953,0.990442858485239
0.2968,0.9903873715112422
0.2986,0.9903318755296742
0.3021,0.9902762388636323
0.304,0.9902205656404456
0.3045,0.9901089705074039
0.3084,0.9900529861415466
0.3099,0.9899969950896322
0.3134,0.98994097590929
0.3158,0.9898848890419696
0.3202,0.9898287800740142
0.3205,0.9897726670827836
0.3222,0.9897165266388122
0.3237,0.9896603338165337
0.3239,0.9896040119737406
0.3245,0.9895476321192719
0.3249,0.9894910767078199
0.326,0.9894344945944779
0.3264,0.989377889339118
0.3265,0.9893212173177983
0.3322,0.98926450005037
0.3357,0.9892077768607686
0.3412,0.9891510078177613
0.3413,0.9890941722276546
0.342,0.9890372433353437
0.3433,0.9889802937092794
0.3435,0.9889233112524936
0.3441,0.9888662933355565
0.3481,0.9887522197801216
0.3495,0.9886951611600195
0.3499,0.9886380884490784
0.3554,0.9885238832986631
0.3561,0.9884665826184454
0.3567,0.9884092750208054
0.3582,0.9883519297225996
0.3636,0.9882945805578132
0.3683,0.9882372188139276
0.3737,0.9881798507042809
0.3787,0.9881224426939956
0.3797,0.9880649620294687
0.3821,0.9880074658078807
0.3824,0.9879499494238145
0.3839,0.9878924318321621
0.3859,0.9878348839119016
0.3862,0.9877773044426088
0.3871,0.9877196996834656
0.3872,0.9876620750892868
0.3875,0.9876044315594217
0.388,0.9875467282379092
0.3884,0.9874890235028416
0.3898,0.9873736142678091
0.3902,0.987315847768347
0.3909,0.9872580811527639
0.4002,0.9871999674610437
0.4015,0.9871416771465489
0.4018,0.9870833655970432
0.4054,0.9870250247668694
0.4064,0.9869665596910927
0.4071,0.9869080886728127
0.4072,0.9868495534677206
0.4078,0.9867910079871989
0.4092,0.9866738929763096
0.4097,0.9866152820357151
0.4144,0.9865566647370202
0.4158,0.9864979976574574
0.4175,0.9864392549711356
0.4202,0.9863805084938366
0.4241,0.9863217201569652
0.4308,0.9862628308240341
0.433,0.9862039350543194
0.4344,0.9861450159263767
0.4351,0.9860860903369412
0.4352,0.9860271486836678
0.4373,0.9859681022843905
0.4383,0.9859089812749343
0.4398,0.9858497758393143
0.44,0.9857904933806709
0.4422,0.9857312027671514
0.4427,0.9856718936054736
0.4503,0.9856125696712928
0.4513,0.985553227078841
0.452,0.9854938807296028
0.4531,0.9854344514145357
0.4612,0.9853749405464847
0.4621,0.985315375397317
0.4623,0.9852557339162732
0.4658,0.9851960727143033
0.4662,0.9851364117455843
0.468,0.9850766650086786
0.4705,0.985016901272032
0.4711,0.9849571352457412
0.4719,0.984897295368852
0.4773,0.9848374386526648
0.4775,0.9847775351099752
0.478,0.9847176292559622
0.4803,0.9846577184190815
0.4822,0.9845978005045752
0.4872,0.9845377316246939
0.488,0.9844776066600851
0.4886,0.9844173772254956
0.4891,0.9842968516922551
0.4895,0.9842365250803876
0.4927,0.9841761967802314
0.4986,0.9841158681798764
0.5003,0.9840554816396253
0.5029,0.9839950642025527
0.504,0.9839346112287144
0.5066,0.9838741364427552
0.5092,0.9837531658819909
0.51,0.9836924312421308
0.5101,0.9835709685813641
0.5126,0.9835100150549746
0.5137,0.9834489533655747
0.5138,0.9833878688218269
0.5225,0.9833267235143778
0.5284,0.9832655732728187
0.54,0.983204421528106
0.5438,0.9831432506514526
0.5472,0.9830820769600136
0.5481,0.9830208940088884
0.5491,0.9829596858392181
0.5492,0.9828983760837885
0.5523,0.9827755331782235
0.5535,0.9827140652699689
0.5557,0.9826525427759792
0.5566,0.9825909587072083
0.5599,0.9825293707971251
0.5608,0.982467784918432
0.5617,0.9823442717728895
0.5648,0.9822824914194807
0.5649,0.9822207076340138
0.5657,0.982158902208841
0.5672,0.9820970107344706
0.5693,0.9820350153036481
0.5707,0.9819729519277787
0.5708,0.9819108545959141
0.5721,0.9818487269332138
0.5742,0.9817865993881641
0.5786,0.9817244549506972
0.582,0.9816623036171093
0.5854,0.9816001424869895
0.5866,0.981537973063926
0.588,0.9814757962461443
0.5884,0.9813512646045635
0.5894,0.9812888891674963
0.5937,0.981226515428976
0.5969,0.9811641367571374
0.5979,0.9811017575982163
0.6006,0.9809767375619123
0.6014,0.9809142111146127
0.6034,0.9808516810597546
0.6068,0.980789145074867
0.6088,0.9807265816455576
0.6131,0.9806640022425258
0.6151,0.9806014218180998
0.6198,0.9805386926905294
0.6214,0.980475947160948
0.6238,0.9803504408721178
0.6272,0.9802874038571298
0.6283,0.9802242837475998
0.6301,0.9801611481559811
0.6307,0.9800980005265854
0.6315,0.9800347745882522
0.6354,0.979971544912978
0.6357,0.9799083161694412
0.6372,0.9798450640691195
0.6376,0.9797817183802128
0.639,0.9797183667216974
0.6392,0.9796549978068583
0.6415,0.9795916070681848
0.6422,0.9795281527797924
0.6451,0.9794646830026404
0.6458,0.9794011691937043
0.6462,0.9793376152248932
0.647,0.9792740356940087
0.6475,0.9792104457409941
0.6482,0.9791468204505006
0.6516,0.9790831830632769
0.6585,0.9790194704310154
0.6606,0.9789557387073263
0.6611,0.9788919990961282
0.6633,0.97882825483391
0.666,0.9787643985384836
0.671,0.9787005038084416
0.6734,0.9786365935436593
0.6746,0.9785726682910088
0.6763,0.9785085778297429
0.6786,0.9784444828849668
0.6794,0.9783803332038233
0.6798,0.9783159515240205
0.6803,0.9782514758722328
0.6835,0.9781869829874975
0.6837,0.9781224924074641
0.6854,0.9780579423318616
0.6873,0.9779933219895397
0.6912,0.9779286574341598
0.7003,0.9778639857753177
0.7006,0.9777992324816343
0.7027,0.9777344544058865
0.7035,0.9776695183814346
0.7053,0.9776044901720576
0.7068,0.977539447659255
0.7071,0.9774739884044421
0.709,0.9774085126655794
0.7133,0.9773430226887503
0.7174,0.977277441712271
0.7219,0.9772118116341855
0.7226,0.9771461752272126
0.7227,0.9770804790398863
0.7233,0.9770147525685018
0.7239,0.9769490240809053
0.7243,0.9768832724102638
0.7269,0.9768174904699013
0.7281,0.9767516932696404
0.7284,0.9766858851534361
0.7319,0.9765542096987992
0.7358,0.9764882091253497
0.7383,0.9764221684489899
0.7431,0.9763560526346419
0.7432,0.9762899285340775
0.7444,0.976223741813895
0.7454,0.9761575292031697
0.746,0.9760913143147115
0.7467,0.9760249929703191
0.7482,0.975958597079976
0.7507,0.9758921605876251
0.7519,0.9758257171601032
0.7533,0.9757592739108137
0.7557,0.9756928061593491
0.7561,0.9756263364341566
0.757,0.9755598662086138
0.7579,0.9754933374590768
0.7613,0.9754267480642503
0.7642,0.9752932106543624
0.7672,0.9752264218778295
0.7687,0.9751596066770529
0.7689,0.9750927716473862
0.7698,0.9750258545881957
0.7706,0.9749588707514959
0.7713,0.9748918626510149
0.7752,0.9748248501312288
0.7756,0.974757838720797
0.7757,0.9746907669035625
0.7758,0.9746236958994707
0.7773,0.9745566113336138
0.7792,0.9744895148729925
0.7811,0.9744223899075567
0.7822,0.9743552444707011
0.7823,0.9742880964788091
0.7843,0.9742209401173452
0.7864,0.9741537440205451
0.7873,0.9740865357785854
0.788,0.974019224840264
0.7882,0.973951865652038
0.7927,0.9738845000824006
0.7962,0.9738170059941506
0.8002,0.973749411546291
0.8004,0.9736818078485723
0.8006,0.9736141739042872
0.8012,0.9735465224065842
0.8028,0.9734788279883844
0.8032,0.9734111352332075
0.8048,0.973343378904033
0.8071,0.9732755608796331
0.8075,0.9732077180144234
0.8117,0.9731398602827525
0.8138,0.9730719927761097
0.8223,0.9730040932122965
0.8232,0.9729361674154804
0.8245,0.9728682429103607
0.8284,0.9728002961288996
0.829,0.9727322978059464
0.8293,0.9726642446749189
0.831,0.9725961555322715
0.8321,0.9725280299422574
0.8372,0.9724598755380587
0.8377,0.9723917089478044
0.8468,0.9723235317113056
0.8526,0.9722553060761703
0.854,0.9721870429596476
0.8544,0.9721187452811233
0.8604,0.9720504374375569
0.8653,0.9719821013842443
0.8685,0.9719137397437132
0.8686,0.9718452382145418
0.869,0.9717766486906438
0.8775,0.9717080463275352
0.8793,0.9716393868954472
0.8828,0.971570691778429
0.8829,0.9715019293017925
0.8842,0.971433150171128
0.8843,0.9713643069981233
0.8856,0.971295389483066
0.8865,0.9712264645751191
0.8875,0.971157521261164
0.8876,0.9710885035145392
0.8881,0.9710194833077629
0.8897,0.970881110598956
0.8906,0.9708119120987972
0.891,0.9707426127521771
0.8942,0.9706732995755486
0.8947,0.9706039700232154
0.8977,0.9705346272236166
0.899,0.9704652262599952
0.8999,0.9703958265655428
0.9002,0.9703264106174728
0.9004,0.9702569713633664
0.9048,0.9701875206197496
0.9061,0.9701179884075831
0.9101,0.9700484511791218
0.9118,0.9699788294139311
0.9136,0.9699091897536483
0.9144,0.9698395147808296
0.9182,0.9697698284686908
0.919,0.9697000425645712
0.9194,0.9696302199867768
0.9255,0.9695603446265829
0.926,0.9694903116489042
0.9296,0.9694202499487136
0.93,0.9693501301909466
0.9368,0.9692799994450056
0.9374,0.9692098480735409
0.9393,0.9691396130456833
0.9415,0.9690693032584893
0.9425,0.9689989787253894
0.9426,0.9689286501597305
0.9555,0.9688582048188974
0.9571,0.9687877213417768
0.9601,0.9687171770973687
0.9653,0.9686466078070988
0.9666,0.9685760355670672
0.9724,0.968505459340638
0.9732,0.9684348011091566
0.9744,0.9683640308697927
0.978,0.968293222174361
0.979,0.9682223961128276
0.9804,0.9681515552823319
0.9815,0.9680806322524028
0.9819,0.9680097043198966
0.9854,0.9679387620827808
0.9865,0.9678678236013665
0.9876,0.9677259360784436
0.9899,0.9676549212521393
0.991,0.967583859413612
0.9919,0.967512787785855
0.9987,0.967441672460309
1.003,0.9673705197933669
1.0038,0.967299370070254
1.0064,0.9672281881275647
1.0087,0.9671570023573592
1.0098,0.9670858120224011
1.0108,0.9670145944305266
1.0109,0.9669431622097824
1.011,0.9668717128432869
1.0111,0.966800199724734
1.0115,0.9667286771045875
1.0116,0.9666571070388073
1.0123,0.9665854916876279
1.0145,0.9665137825863707
1.0167,0.9664420566749098
1.0194,0.9663703170721751
1.0219,0.9662984506636121
1.0225,0.9662265480500548
1.0227,0.9661546263648467
1.0251,0.9660826947469394
1.0276,0.9660106426521577
1.0285,0.9659385072416335
1.0298,0.965866339866347
1.0308,0.9657941716621269
1.0384,0.9657219914478805
1.0434,0.9656497493321103
1.0436,0.9655774927386696
1.0446,0.9655052228109101
1.0455,0.9654329551574804
1.0456,0.9653606672560466
1.0468,0.9652883761700268
1.0478,0.9652159404588744
1.0496,0.9651434874715714
1.0567,0.9650710390299375
1.0575,0.9649985549541906
1.0597,0.9649260515646415
1.0638,0.9648535369079578
1.0639,0.9647810006923022
1.0704,0.9647084167118686
1.0707,0.9646358243389734
1.0768,0.9645631619234019
1.0783,0.964490369306252
1.0826,0.9644175596842237
1.0828,0.9643447328447475
1.0833,0.9642718636282297
1.086,0.9641989560098119
1.0877,0.9641260354163314
1.0907,0.9639798445238891
1.0923,0.9639067242975216
1.0981,0.963833356070501
1.1033,0.9637599465692347
1.1045,0.9636865398367082
1.1083,0.9636129683977911
1.1109,0.9635393856289252
1.1153,0.9634656091589922
1.1236,0.9633917861606636
1.1297,0.9633178544543908
1.1349,0.9632437902546452
1.1352,0.9631696920369391
1.138,0.9630955346414382
1.1397,0.9630213689850324
1.1402,0.9629471336268083
1.1417,0.9628728999984585
1.1446,0.9627986155172497
1.1485,0.9627243111332101
1.1486,0.9626499756989453
1.1518,0.9625756004870335
1.1529,0.9625012188335755
1.1559,0.9624267882459299
1.1609,0.9623523255791281
1.1615,0.9622778425429208
1.1634,0.9622033596984552
1.1665,0.962128769981566
1.1679,0.962054113348926
1.1735,0.9619794133752473
1.1789,0.961904704106341
1.1816,0.9618299973725276
1.1841,0.9616804791752471
1.1846,0.9616055451332721
1.1853,0.9615305016935202
1.1985,0.9614554280222457
1.2141,0.9613052520070461
1.2143,0.9612300871681853
1.2171,0.9611549174560216
1.2178,0.9610797195462496
1.2184,0.961004524244166
1.219,0.9609293334267636
1.2192,0.9608541467904149
1.2223,0.96077891874194
1.2252,0.9607036653393866
1.2281,0.9606283989014383
1.2299,0.9605530799695432
1.2333,0.9604777266046055
1.2376,0.9604022459621636
1.2385,0.9603267564456385
1.2402,0.9602512414803429
1.244,0.9601757138634757
1.2461,0.9601001850691048
1.2473,0.9600246240810556
1.25,0.9599488971007024
1.2515,0.959873167658873
1.2518,0.9597974268012724
1.2544,0.9597216597715358
1.2592,0.9596458683493698
1.2636,0.9595700258379299
1.2657,0.9594941405869643
1.2669,0.9594180957989514
1.2717,0.9593419896509472
1.272,0.9592658072858959
1.2723,0.9591893458120817
1.2761,0.9591127941284731
1.2811,0.95903602295474
1.2824,0.9589592007839579
1.2854,0.9588823293089039
1.2857,0.9588053738396288
1.2903,0.9586512085824819
1.2961,0.9585739800399992
1.3039,0.9584967333711393
1.3049,0.95841943422068
1.311,0.9583417876937157
1.3131,0.9582641059510353
1.3181,0.9581864282421575
1.3213,0.9581087416697385
1.3286,0.9580310576207512
1.3338,0.9579533593695314
1.3375,0.9578756470298164
1.3385,0.9577979306550216
1.3481,0.9577201940374598
1.3484,0.9576424482454944
1.361,0.9575647018555221
1.362,0.9574869484086855
1.3651,0.9574091853930943
1.3679,0.9573314019130652
1.3689,0.957253617730529
1.3725,0.9571758340360688
1.3726,0.957098045495606
1.374,0.9570202477013104
1.3784,0.9569424401686576
1.3831,0.9568645991467161
1.3876,0.9567867488798214
1.3888,0.9567088975033975
1.3909,0.9566310131756894
1.3911,0.9565530754546583
1.3946,0.9564749845163436
1.3975,0.9563968263301902
1.3986,0.9563186628748196
1.4021,0.9562404974337123
1.4122,0.9561623247392302
1.4135,0.9560841364856498
1.4166,0.956005925308594
1.4198,0.9559277134218866
1.4256,0.9558494450920777
1.4278,0.9557711305692925
1.4308,0.9556926115917798
1.4329,0.9556140463745859
1.433,0.9555353695399388
1.4335,0.9554566731197761
1.4425,0.9553778534633677
1.4429,0.9552990107044347
1.4447,0.955220139203341
1.4453,0.9551412655039229
1.4468,0.9550623777949339
1.4499,0.9549833509311634
1.4503,0.9549043122036309
1.4637,0.9548252620810913
1.4692,0.9547462039401439
1.4703,0.9546671288447651
1.4757,0.95458801778613
1.4759,0.9545088847736364
1.4767,0.9544297150321497
1.4839,0.9543505341669262
1.4869,0.9542712483736879
1.488,0.9541919306956961
1.4889,0.9541126012635884
1.4892,0.9540332468168998
1.4945,0.9539538929662041
1.4948,0.9538745297111523
1.4975,0.9537951572537625
1.502,0.9537157834113582
1.5039,0.9536363292235027
1.513,0.9535568769152418
1.5137,0.953477369698358
1.5152,0.953397750721894
1.5162,0.9533181281778068
1.5165,0.9532384783950323
1.5265,0.9531587466378464
1.5356,0.9530789977014874
1.5417,0.9529992105196583
1.5425,0.9529191008351785
1.5456,0.9528389950862584
1.5484,0.9527588213444674
1.5506,0.952678610336942
1.5514,0.9525983906672136
1.5515,0.9525181537777835
1.5585,0.9524377706342569
1.5601,0.9523573917209044
1.5675,0.9522769744729094
1.5682,0.9521964060960182
1.569,0.9521158156842571
1.5707,0.952035130593085
1.573,0.9519544337749725
1.5732,0.9518737352376786
1.576,0.9517930301387795
1.5801,0.9517122761095225
1.5833,0.9516315227065705
1.5857,0.9515507712932164
1.5875,0.9514699600817145
1.5912,0.95138915021936
1.5937,0.9513083070821573
1.6014,0.9512274385110755
1.6055,0.9511465718410941
1.6063,0.9510656111980076
1.6092,0.9509846303404844
1.6115,0.9509036367314704
1.6129,0.9508226303593578
1.6143,0.9507416135818118
1.6147,0.9506605825356949
1.6171,0.9505795571507181
1.6209,0.9504983685762756
1.6214,0.9504171357153821
1.6225,0.9502545980794772
1.6259,0.9501730896017245
1.6303,0.9500915573796043
1.6308,0.9500100076329422
1.6366,0.9499284341232525
1.639,0.9498468388397037
1.6448,0.9497652192902949
1.6451,0.949683592445555
1.6509,0.949601943948238
1.6578,0.9495202283286441
1.6652,0.9494385090219264
1.6677,0.9493567569576931
1.6692,0.9492749833602913
1.6733,0.9491932124503295
1.6737,0.9491114313925807
1.6768,0.949029599555967
1.6777,0.9489477531958457
1.6799,0.9488658479503953
1.6806,0.9487837706154361
1.6812,0.948701689817733
1.6834,0.9486195771275233
1.6848,0.9485373482474841
1.6871,0.9484550319820869
1.6905,0.9483724988206325
1.6965,0.9482899399825919
1.6969,0.9482073428032888
1.6975,0.9481247167471581
1.6999,0.9480420050059524
1.7067,0.9479592804925406
1.7092,0.947876561104181
1.7128,0.9477938225658161
1.7185,0.9477110880614638
1.7205,0.9476283130307324
1.7226,0.9474627823851046
1.7238,0.9473799632340113
1.7296,0.9472971158477573
1.7314,0.9472142497554125
1.7394,0.9471313362085848
1.7446,0.9470483913127259
1.7609,0.946965451104542
1.7619,0.9468822539095547
1.7626,0.9467990189714305
1.7679,0.9466325076451654
1.7749,0.9465492360731217
1.7789,0.9464659170825472
1.7797,0.9463825619986073
1.7812,0.9462990632513443
1.784,0.9462154863492824
1.7892,0.9461319083120029
1.7899,0.946048330196309
1.7917,0.9459647374230814
1.7955,0.9458811399852299
1.7956,0.9457975228519756
1.8046,0.9457138784568947
1.8065,0.9456301950339339
1.8108,0.9455464157409966
1.8135,0.9454625415587118
1.8197,0.945378669669946
1.8215,0.9452947892801821
1.8309,0.9452108984642824
1.837,0.9451269800559108
1.8379,0.9450430247867114
1.847,0.944959057293963
1.8499,0.9448750640367057
1.8596,0.9447910675528285
1.8611,0.9447070092542381
1.8701,0.9446229500550862
1.8765,0.9445388538629093
1.8775,0.9444547382797875
1.8795,0.9443706242120937
1.8797,0.9442865043660215
1.8856,0.9442023828369908
1.8904,0.944118215284248
1.8906,0.9440339481761353
1.8909,0.943949630060108
1.8918,0.9438652879967935
1.8954,0.9437808918751674
1.8958,0.9436964999904224
1.9001,0.9436121067276704
1.9021,0.943527640632424
1.905,0.9433587065433281
1.911,0.9432739400687589
1.9205,0.9431891339849646
1.9276,0.943104325532315
1.9282,0.9430194915792866
1.933,0.9429346525646386
1.9367,0.9428498153026437
1.9444,0.9427649591667624
1.9456,0.9426800931501803
1.9494,0.942595097784907
1.9531,0.9425100770395106
1.9571,0.942425035004892
1.9574,0.9423399205318977
1.9578,0.942254477408418
1.963,0.9421690207214594
1.9633,0.9419981249118049
1.966,0.941912600390216
1.9663,0.9418270026035045
1.9675,0.9417413996592653
1.968,0.9416558029613005
1.9745,0.9415702066409952
1.9815,0.9414846120439716
1.9822,0.9413989750603291
1.9856,0.9413133135081859
1.9871,0.941227625061266
1.9877,0.9411419322937544
1.989,0.9410562291385447
1.9907,0.9409704675413842
1.9911,0.940884698957822
1.9974,0.9407988968247019
2.001,0.9407130832058809
2.0011,0.9406268113455347
2.0037,0.940540521374111
2.0046,0.9404541830964709
2.0066,0.940367840096246
2.0085,0.940281473243067
2.0097,0.9401950565605803
2.0182,0.940108528555954
2.0239,0.9399354907005953
2.0242,0.9398488591441614
2.0259,0.9397621754680373
2.0286,0.9396754935197966
2.0313,0.9395887920216551
2.0343,0.9395020113304294
2.0384,0.9394151136843673
2.0391,0.9393282119892037
2.0487,0.9392411891854424
2.0562,0.939154101082845
2.0649,0.9390668415524456
2.0702,0.9389795569485753
2.071,0.938892263340429
2.0716,0.9388049770668578
2.0758,0.9387176086828377
2.0776,0.9386302158818706
2.0785,0.9385427776560695
2.0829,0.9384553404290061
2.09,0.9383676678572975
2.0911,0.938279988745281
2.093,0.9381923027016341
2.0979,0.9381045873591091
2.0982,0.9380168276310544
2.0987,0.9379290707219161
2.1036,0.9378412944357427
2.1078,0.9377535232712055
2.1102,0.9376656821978752
2.1129,0.9375778317484019
2.1143,0.9374899848718389
2.1173,0.9374021299502666
2.1227,0.9373141653437547
2.1283,0.9372258796231798
2.1302,0.9371375709673997
2.1318,0.9370492511124747
2.143,0.9369607580663457
2.1435,0.9367833623948355
2.147,0.9366946237077569
2.1518,0.9366056715730233
2.1609,0.9365167061306803
2.161,0.93642769069859
2.1682,0.9363386203975396
2.1708,0.9362494439107677
2.172,0.9360711031341666
2.174,0.9359816896452426
2.1871,0.9358921482331808
2.1895,0.9358026015517436
2.192,0.9357130158080492
2.1923,0.9356234268684783
2.1977,0.9355338307715151
2.199,0.9354442052305653
2.2103,0.9353545734604778
2.2104,0.9352649310483389
2.2115,0.9351752916112032
2.2127,0.9350855212329702
2.2205,0.934995651093092
2.2207,0.9349056955194047
2.2275,0.9348156766603821
2.229,0.9347255504967672
2.2318,0.9346353917799755
2.232,0.9345451433520192
2.2357,0.934454893645401
2.2395,0.9343646298060756
2.2546,0.9342743430356534
2.2553,0.9341840625852236
2.2588,0.9340937403234392
2.2593,0.9340032853229143
2.2597,0.9339128154856798
2.2692,0.9338223325053366
2.2732,0.9337317797699722
2.2752,0.9336411346970448
2.2757,0.9335504697124688
2.2769,0.933459581392489
2.2786,0.9333686811490718
2.2825,0.9332777700862323
2.2853,0.9331868199290653
2.2868,0.9330958669778249
2.287,0.933004895139959
2.2892,0.9329137758233214
2.2903,0.9328226252944963
2.2928,0.9327314777103339
2.2952,0.9326402590633718
2.2957,0.9325490447386268
2.2969,0.9324576507262656
2.307,0.9323662479606651
2.3089,0.9322747958684926
2.3111,0.9321831713006216
2.3228,0.9320915098369018
2.3231,0.9319998404657669
2.3246,0.9319081095904023
2.3275,0.9318163674606907
2.3341,0.9317245880063686
2.3345,0.9316327656648294
2.3448,0.9315408833462288
2.3473,0.9314488165980754
2.3524,0.9313567104971004
2.3548,0.9312645688219667
2.3554,0.9311723212829285
2.3612,0.9310800413160019
2.3613,0.9309876932353354
2.3644,0.9308953241843567
2.3673,0.9308029338282041
2.3701,0.9307104982327351
2.3727,0.9306180541205656
2.3765,0.9305255886265974
2.3771,0.930433063815944
2.3926,0.9303401953333994
2.3948,0.930247323620969
2.3984,0.9301544439409863
2.3988,0.9300615337054298
2.3989,0.9299686002677906
2.4078,0.9298756303331199
2.4095,0.9297826083029171
2.4122,0.9296895663664446
2.4128,0.9295965277028103
2.415,0.9295034887110525
2.4172,0.9294104573591686
2.4219,0.9293173807093456
2.4239,0.9292242699669491
2.424,0.9291309311829163
2.4299,0.9290375645196727
2.4313,0.9289441673141395
2.433,0.9288507473493625
2.4342,0.9287572905801473
2.4362,0.9286638269668337
2.4422,0.9285703641484706
2.4435,0.9284768831256658
2.4454,0.9283833614661674
2.451,0.9282897565924938
2.452,0.9281961007328458
2.4538,0.9281024276874752
2.4548,0.92800875032228
2.4599,0.9279149976799607
2.4667,0.9278211216608212
2.4683,0.927727182797744
2.4684,0.9275392950677903
2.4716,0.927445332471864
2.4793,0.9273513762695466
2.4845,0.9272574257782911
2.4865,0.9271634754876321
2.4922,0.9270695204062921
2.4929,0.9269755734456768
2.4984,0.9268816020544363
2.4993,0.9267875475576728
2.5019,0.9266932829237566
2.5079,0.9265990080233613
2.5127,0.926504711053525
2.5155,0.9264103537881352
2.5186,0.9263159476969757
2.5281,0.9262214587127163
2.5302,0.9261269646120961
2.5351,0.9260324520881977
2.5403,0.9259378385993069
2.5425,0.9258431739980961
2.544,0.9257484730504315
2.5441,0.9256537690887396
2.5454,0.9255589540927964
2.5466,0.925464079486296
2.5495,0.9253691521231763
2.5585,0.9252742137175984
2.5587,0.9251792077586247
2.5593,0.9250841960157602
2.5612,0.9249891291621111
2.564,0.9248940447066131
2.5704,0.9247988626896825
2.5714,0.9247036091682054
2.5734,0.9246083515539829
2.5746,0.9245130730872019
2.5771,0.9244177928461285
2.5774,0.9243225088924784
2.5804,0.9242271534046352
2.5814,0.9241317725145687
2.5867,0.9240363496720222
2.5936,0.9239409250225222
2.5938,0.9238454777937313
2.5979,0.9237500178616339
2.604,0.9236545666280198
2.6083,0.9235591167410838
2.6098,0.9234636421009786
2.61,0.9233680978378499
2.6185,0.9232725214929138
2.6227,0.9231769341283004
2.625,0.9230813390838892
2.6307,0.9229857463347304
2.6351,0.9228901010001956
2.6368,0.92279444557844
2.6418,0.9226987815610656
2.6435,0.9226031254736377
2.648,0.9225074622573838
2.6529,0.9224117401985518
2.6531,0.9223160243503643
2.6536,0.9222201000442328
2.6608,0.922124113133173
2.6667,0.9220281229347085
2.6727,0.9219321188858997
2.6778,0.9218360057105762
2.6783,0.9217396924169508
2.6863,0.9216433461509851
2.688,0.9215469840524391
2.6965,0.921450623074169
2.6973,0.9213542524090284
2.7096,0.9212577947579702
2.7141,0.9211613357447289
2.7188,0.9210647154357691
2.7248,0.9209680696645632
2.728,0.920871387017582
2.7399,0.9207746888333251
2.7428,0.9206779642515762
2.7508,0.9205812456728659
2.7575,0.9204845268750173
