Time,Baseline Target Cohort,No-Change Control,Onboarding Completion Improvement,Support Resolution Improvement,Product Adoption Expansion,Combined Retention Strategy,Service Friction Stress
4.1995275,0.4577364256220377,0.4577364256220377,0.554970673014061,0.5131194406457272,0.49588350458817826,0.6391967886268354,0.3426025587366445
4.399505,0.4461280704123985,0.4461280704123985,0.5442452198797825,0.501704686821245,0.48455210308642005,0.6294744576677556,0.33111889602413785
4.5994825,0.4324183670964442,0.4324183670964442,0.5314943397438346,0.4881709078269929,0.4711329935755058,0.6178545263667305,0.3176841324911591
4.79946,0.4215973112481871,0.4215973112481871,0.5213640040390239,0.47744772128691415,0.46051261978646685,0.6085744695166438,0.3071790811284103
4.9994375,0.4079222773588789,0.4079222773588789,0.5084757029678386,0.463843644911783,0.44705388102952537,0.5967053873635236,0.2940303271307959
5.199415,0.3990568051771504,0.3990568051771504,0.5000673066797855,0.45499214334810606,0.43830574390669474,0.5889237119939247,0.28558290302119144
5.3993925,0.39033194016305983,0.39033194016305983,0.49175038742998617,0.4462559703690263,0.4296782907649955,0.5811966305121385,0.27732937505518707
5.59937,0.38012306467340673,0.38012306467340673,0.48196464734033445,0.43600174568504424,0.41956006773202026,0.572066148798869,0.2677485392934355
5.7993475,0.3727453888754383,0.3727453888754383,0.47485539993276416,0.4285693545890152,0.41223185464481754,0.5654063501874479,0.26087682262145667
5.999325,0.36332500489029573,0.36332500489029573,0.46573089502314335,0.4190518260484486,0.40285453573777125,0.55682547446047,0.2521669720244505
6.1993025,0.35355525120562414,0.35355525120562414,0.4562108378605949,0.4091483522360242,0.39310499612041283,0.5478322498723607,0.24321168017440598
6.39928,0.3471233996529042,0.3471233996529042,0.44991068018708696,0.4026097651785432,0.3866724991141449,0.5418577546144799,0.23735980592876893
6.5992575,0.33815166634296195,0.33815166634296195,0.4410780073350347,0.3934638202072185,0.37768085672404034,0.5334503805877752,0.22925605059544618
6.799235,0.3314277348342188,0.3314277348342188,0.4344232938187375,0.3865896058896247,0.37092713003941535,0.5270916571160522,0.2232283074478206
6.9992125000000005,0.32383076199556143,0.32383076199556143,0.4268673957217807,0.3788020743957624,0.36328075067164767,0.5198459924116265,0.21646572882423873
7.19919,0.3158060562813161,0.3158060562813161,0.41884206419963405,0.3705516426430712,0.35518523867464397,0.5121196244111943,0.20937832749668048
7.3991675,0.3099093945919525,0.3099093945919525,0.41291530238145135,0.36447276711500465,0.34922403822854425,0.5063931459299462,0.20420758716938792
7.599145,0.3037962886943789,0.3037962886943789,0.4067437627124258,0.3581558347749058,0.3430325585479783,0.5004113768770903,0.19888077660499667
7.7991225,0.2968226630184989,0.2968226630184989,0.399668735691193,0.3509307596725808,0.33595492890693507,0.4935299823830172,0.19284664260115328
7.9991,0.2899170132245402,0.2899170132245402,0.39262514273522897,0.34375578599767953,0.3289305574641594,0.48665337781709,0.18691664777690237
8.1990775,0.28295215867902074,0.28295215867902074,0.38548217517406297,0.3364983174739043,0.32182966374366867,0.47965302835069246,0.18098223035337246
8.399055,0.27800338145746917,0.27800338145746917,0.38038237456894963,0.3313285348475686,0.3167740213483424,0.47463831850992166,0.17679436561153927
8.5990325,0.2729866784465112,0.2729866784465112,0.3751912865938211,0.3260764591689429,0.31164012788111795,0.4695193119775828,0.1725737319174221
8.79901,0.26717851887563215,0.26717851887563215,0.36915379167016216,0.31998125452532034,0.30568489685383027,0.46354694156443693,0.16771871677914382
8.9989875,0.2632682537849222,0.2632682537849222,0.3650721524349717,0.3158687839595762,0.30166858380155603,0.45949777167061506,0.16446940863725715
9.198965,0.2572679465872955,0.2572679465872955,0.35878161821009114,0.30954388215254375,0.2954942803875897,0.4532387395535892,0.15951389462154092
9.3989425,0.24918918941867896,0.24918918941867896,0.35025838846381024,0.3010000411423022,0.28715911438852276,0.44472166151065634,0.15290120233675608
9.59892,0.24430017381990268,0.24430017381990268,0.3450694683147908,0.29581351168487224,0.28210221899276133,0.4395154901444557,0.1489330587990454
9.7988975,0.2391876022048988,0.2391876022048988,0.33961753783330095,0.29037652561592864,0.2768035433426978,0.4340279781434804,0.14481106239873645
9.998875,0.2340631534832085,0.2340631534832085,0.334125807799333,0.284912955673038,0.2714814682482261,0.42848201519145773,0.14070820375016804
10.198852500000001,0.23026000757226392,0.23026000757226392,0.33003206259640466,0.28084890140666474,0.2675243061260938,0.4243356393077698,0.13768207275197838
10.39883,0.22445884479977604,0.22445884479977604,0.32375723631881376,0.27463426329804286,0.2614758540322833,0.4179595524481333,0.13309749032296633
10.5988075,0.21917731696404238,0.21917731696404238,0.3180116171462827,0.2689596207015085,0.2559558649283003,0.4120989558851729,0.12895699916219622
10.798785,0.21240311606855777,0.21240311606855777,0.31059468536397433,0.26165723454750084,0.2488566233090767,0.4045014239942369,0.12369381633368882
10.9987625,0.20737525867835566,0.20737525867835566,0.30505408383344934,0.2562194229261651,0.243573139733298,0.3988017140252181,0.11982258145929071
11.19874,0.20394384380972294,0.20394384380972294,0.30125470776589774,0.2524992126090341,0.23996002955164838,0.3948810245558524,0.1171980083280786
11.3987175,0.2004842208497189,0.2004842208497189,0.29740891893622023,0.24874085966030518,0.23631113916839777,0.3909021576605402,0.1145663958158625
11.598695,0.1956300028711706,0.1956300028711706,0.2919865130429763,0.243454412609276,0.23118083219874996,0.3852742444462564,0.11089889602742592
11.7986725,0.19188885747490528,0.19188885747490528,0.28778590047480507,0.23936948709178474,0.22721831530536543,0.38089979949105723,0.10809249427324805
11.99865,0.18562062723702083,0.18562062723702083,0.2807043319549424,0.23250384988232717,0.22056190984236967,0.3734956062577525,0.10343039462801179
12.1986275,0.18141284943688687,0.18141284943688687,0.2759189832066314,0.2278795680530071,0.2160810587753631,0.3684707589205969,0.10032936253124793
12.398605,0.17894096394062994,0.17894096394062994,0.2730956018318964,0.22515705438289318,0.21344394417740653,0.36549777545534456,0.0985185144208255
12.598582500000001,0.17666091002960885,0.17666091002960885,0.27048315119755617,0.22264184439003518,0.21100826566163342,0.36274133423984695,0.0968554125537979
12.79856,0.17272790970331867,0.17272790970331867,0.26595793660816397,0.21829407055170053,0.20679942131915693,0.35795386101254045,0.09400308159484798
12.9985375,0.16841470189807278,0.16841470189807278,0.26096710559133984,0.2135123837241948,0.2021726787674393,0.3526545617261208,0.0908992880188166
13.198515,0.16649850756609205,0.16649850756609205,0.25874017167059893,0.21138339128499997,0.2001134065288188,0.35028336553738737,0.08952864716389639
13.3984925,0.16406569473743732,0.16406569473743732,0.25590405173806685,0.20867618729334186,0.1974955170714382,0.3472575123391409,0.08779587654316212
13.59847,0.1608720525957874,0.1608720525957874,0.2521657452659467,0.20511504762312113,0.19405299872021955,0.34325869341172305,0.08553390999446732
13.7984475,0.15855913940498692,0.15855913940498692,0.2494473476055755,0.20253071727865005,0.19155556737698487,0.34034330401816215,0.08390484353681295
13.998425000000001,0.1555897281364455,0.1555897281364455,0.24594346411236742,0.1992062321413268,0.18834388860937737,0.33657597396163697,0.08182473010256201
14.1984025,0.15297385660704954,0.15297385660704954,0.2428435263572144,0.19627127940893058,0.18550948815920515,0.3332338728216288,0.08000296677085204
14.39838,0.14913150679616827,0.14913150679616827,0.23826707773661507,0.19194932279062427,0.1813372695023178,0.3282840308564551,0.07734546067370267
14.5983575,0.14704117778686074,0.14704117778686074,0.2357655643663504,0.189592500255911,0.17906294777066217,0.325570273902798,0.07590903299203683
14.798335,0.1446704703485103,0.1446704703485103,0.23291819479363787,0.18691469699032268,0.1764796152573822,0.3224741909033881,0.074287983054049
14.9983125,0.14066950331079997,0.14066950331079997,0.228087254507603,0.18238348405953722,0.17211006120594435,0.31720361216902115,0.07157184420485531
15.19829,0.1384977406315065,0.1384977406315065,0.22545119853489096,0.17991745957817148,0.16973298066134546,0.3143181179854639,0.07010797490011668
15.3982675,0.13657265575652686,0.13657265575652686,0.2231062468148306,0.17772766403527746,0.16762274321378454,0.3117455099609775,0.06881662230540732
15.598245,0.13214638413790328,0.13214638413790328,0.2176841598257844,0.1726786195840699,0.16275923524947009,0.30577584672954733,0.06587003994272593
15.7982225,0.13075867211664075,0.13075867211664075,0.21597528852572237,0.17109151155943375,0.16123106103667853,0.30388815946610953,0.06495279904367265
15.9982,0.12738763805013234,0.12738763805013234,0.2118057446100949,0.16722763910964925,0.15751190985036306,0.29926950053917045,0.06273789153258554
16.1981775,0.12424651318229893,0.12424651318229893,0.2078965409927652,0.1636162385125883,0.15403739249887657,0.2949223988916497,0.06069118432992461
16.398155,0.12309492629088124,0.12309492629088124,0.20645740308755367,0.16228950838342632,0.15276134785598725,0.2933178756213986,0.05994502799769143
16.598132500000002,0.12103859108549497,0.12103859108549497,0.20387946892768713,0.1599167098703865,0.15047973823405114,0.29043797714093733,0.05861832034461346
16.79811,0.119240081797278,0.119240081797278,0.2016160589710428,0.1578374464217799,0.14848095797364572,0.2879033271486848,0.05746397075183089
16.9980875,0.11587013797741767,0.11587013797741767,0.19735257502755868,0.15393123728270316,0.1447274221429409,0.28311309570295684,0.055316332328246835
17.198065,0.11397418884058234,0.11397418884058234,0.1949407161933639,0.15172759753622694,0.1426107719626951,0.2803939289750817,0.05411695847134335
17.3980425,0.11138276981902537,0.11138276981902537,0.19162830866984726,0.14870846679294294,0.13971184738828135,0.27664825407437055,0.05248815864251094
17.59802,0.11072385499797704,0.11072385499797704,0.19078309560106008,0.14793945786915014,0.13897364783397909,0.27569037814370656,0.05207596591704617
17.7979975,0.10882942967163747,0.10882942967163747,0.18834619773314668,0.14572542250025466,0.13684875384915163,0.2729237872971196,0.05089535434239477
17.997975,0.10690620211103344,0.10690620211103344,0.18586166347067212,0.1434729739370649,0.13468766846017569,0.270095581722362,0.04970364252191601
18.1979525,0.10510341429352271,0.10510341429352271,0.18352281440083398,0.14135714765411062,0.13265829197304982,0.2674261504682566,0.04859290092529263
18.39793,0.10285244137847961,0.10285244137847961,0.18058872369745582,0.1387091575781212,0.1301193646380757,0.2640674882287959,0.04721474593333751
18.5979075,0.10133876207628127,0.10133876207628127,0.17860686630136435,0.1369245786023151,0.1284088395683161,0.26179254097273336,0.046293512750959075
18.797885,0.09902586653466623,0.09902586653466623,0.1755645547422637,0.13419151597676102,0.12579006485865799,0.25829023124565653,0.04489455403626275
18.9978625,0.09783713685739441,0.09783713685739441,0.17399418827182692,0.1327838500651097,0.1244416813726501,0.2564775733131921,0.04417967859096064
19.19784,0.09783713685739441,0.09783713685739441,0.17399418827182692,0.1327838500651097,0.1244416813726501,0.2564775733131921,0.04417967859096064
19.3978175,0.09576070695494891,0.09576070695494891,0.17123986607123223,0.1303200164767487,0.12208230406570582,0.2532901688253302,0.04293777348178239
19.597795,0.09446597451906617,0.09446597451906617,0.1695150424581225,0.12878046295350515,0.1206084752596613,0.251288795943332,0.042167832245139834
19.7977725,0.09139461698865563,0.09139461698865563,0.1654000144000649,0.12511806171457618,0.117103852653082,0.24649701552345205,0.04035521434114923
19.99775,0.09048261155780854,0.09048261155780854,0.16417160355210803,0.12402770627093335,0.11606086448933726,0.24506186482306455,0.03982077359979465
20.1977275,0.0881766232285116,0.0881766232285116,0.1610519143726013,0.12126479409139536,0.11341880285562403,0.24140717920412386,0.03847732663332774
20.397705000000002,0.08724119657943298,0.08724119657943298,0.15978070803785738,0.12014153291883067,0.11234501534903087,0.23991381697416211,0.03793560834736578
20.5976825,0.08675980928098215,0.08675980928098215,0.15912521662871262,0.11956291503258781,0.11179196047067376,0.2391428192506681,0.03765756905459682
20.79766,0.08522030344432495,0.08522030344432495,0.15702287034214726,0.11770983679050788,0.11002111014097571,0.2366655917065888,0.03677177801148454
20.9976375,0.08196627484212972,0.08196627484212972,0.15254804689483834,0.11377954769385826,0.1062670678443925,0.2313699673239912,0.03491676094815665
21.197615,0.0797064997989238,0.0797064997989238,0.14941469688076847,0.11103902766225417,0.10365095900429094,0.22764286418365692,0.033642594992676814
21.397592500000002,0.0790912862323342,0.0790912862323342,0.14855787564490028,0.11029130991131547,0.10293740615559867,0.2266208893704034,0.033297739133756124
21.59757,0.07783203296715983,0.07783203296715983,0.1467989269137661,0.1087586295445875,0.10147505738351575,0.22451908479109423,0.03259461035076613
21.7975475,0.0751315357462907,0.0751315357462907,0.14300284791228626,0.1054615202526592,0.09833063413149516,0.219965261493846,0.031099320598833035
21.997525,0.07364026111755413,0.07364026111755413,0.14089211715219763,0.10363462989607873,0.09658917722789576,0.2174224391283507,0.030281066080753927
22.1975025,0.07280140840126705,0.07280140840126705,0.13970016485069553,0.10260501665600313,0.09560797936251372,0.2159830105900211,0.029823166163179985
22.39748,0.07098268739785521,0.07098268739785521,0.1371041014292936,0.10036771717665303,0.09347655570197515,0.2128391258995227,0.02883633788422769
22.5974575,0.07005283258642139,0.07005283258642139,0.13577044880738212,0.09922116686445019,0.09238462497910763,0.21121927263545234,0.02833498413478566
22.797435,0.07005283258642139,0.07005283258642139,0.13577044880738212,0.09922116686445019,0.09238462497910763,0.21121927263545234,0.02833498413478566
22.9974125,0.06870430830187185,0.06870430830187185,0.1338284682102202,0.09755507328047366,0.09079834448117292,0.2088546467297678,0.027611768788782163
23.19739,0.06714848415360322,0.06714848415360322,0.13157613965515177,0.09562789484399432,0.08896415146697101,0.20610321987485583,0.02678314827939179
23.3973675,0.06294034089516064,0.06294034089516064,0.12541769608384773,0.09038754757097098,0.08398036403935637,0.19852963095797188,0.024573651271657098
23.597345,0.06294034089516064,0.06294034089516064,0.12541769608384773,0.09038754757097098,0.08398036403935637,0.19852963095797188,0.024573651271657098
23.7973225,0.05921659869069943,0.05921659869069943,0.11988196980132557,0.0857146134416027,0.079540985121524,0.1916558189118407,0.02265844496478038
23.9973,0.05921659869069943,0.05921659869069943,0.11988196980132557,0.0857146134416027,0.079540985121524,0.1916558189118407,0.02265844496478038
