customer_id,Scenario_Name,Scenario_Type,Baseline_Partial_Hazard,Scenario_Partial_Hazard,Partial_Hazard_Delta,Relative_Partial_Hazard_Change
CUST-0000415,No-Change Control,CONTROL,8.072764057415338,8.072764057415338,0.0,0.0
CUST-0000423,No-Change Control,CONTROL,8.950075623758961,8.950075623758961,0.0,0.0
CUST-0000437,No-Change Control,CONTROL,26.70763392145045,26.70763392145045,0.0,0.0
CUST-0000438,No-Change Control,CONTROL,3.464368812818296,3.464368812818296,0.0,0.0
CUST-0000440,No-Change Control,CONTROL,5.668879275953101,5.668879275953101,0.0,0.0
CUST-0000441,No-Change Control,CONTROL,4.1528628126515486,4.1528628126515486,0.0,0.0
CUST-0000444,No-Change Control,CONTROL,4.445562451975475,4.445562451975475,0.0,0.0
CUST-0000448,No-Change Control,CONTROL,8.298410009207242,8.298410009207242,0.0,0.0
CUST-0000455,No-Change Control,CONTROL,4.306908756179415,4.306908756179415,0.0,0.0
CUST-0000469,No-Change Control,CONTROL,16.998328089492784,16.998328089492784,0.0,0.0
CUST-0000470,No-Change Control,CONTROL,40.633632684678595,40.633632684678595,0.0,0.0
CUST-0000472,No-Change Control,CONTROL,6.072385265304697,6.072385265304697,0.0,0.0
CUST-0000474,No-Change Control,CONTROL,7.469199420492287,7.469199420492287,0.0,0.0
CUST-0000476,No-Change Control,CONTROL,3.9988239859800894,3.9988239859800894,0.0,0.0
CUST-0000477,No-Change Control,CONTROL,3.29050165982121,3.29050165982121,0.0,0.0
CUST-0000482,No-Change Control,CONTROL,12.306552289229398,12.306552289229398,0.0,0.0
CUST-0000484,No-Change Control,CONTROL,2.7551777856617057,2.7551777856617057,0.0,0.0
CUST-0000489,No-Change Control,CONTROL,5.6923354810853075,5.6923354810853075,0.0,0.0
CUST-0000490,No-Change Control,CONTROL,3.6591588627741656,3.6591588627741656,0.0,0.0
CUST-0000492,No-Change Control,CONTROL,7.234981162026253,7.234981162026253,0.0,0.0
CUST-0000493,No-Change Control,CONTROL,5.672815975765015,5.672815975765015,0.0,0.0
CUST-0000494,No-Change Control,CONTROL,55.958691483417944,55.958691483417944,0.0,0.0
CUST-0000495,No-Change Control,CONTROL,8.600705846483045,8.600705846483045,0.0,0.0
CUST-0000498,No-Change Control,CONTROL,20.534422850069767,20.534422850069767,0.0,0.0
CUST-0000500,No-Change Control,CONTROL,7.023837589401565,7.023837589401565,0.0,0.0
CUST-0000504,No-Change Control,CONTROL,3.638895723968933,3.638895723968933,0.0,0.0
CUST-0000507,No-Change Control,CONTROL,3.939124769276959,3.939124769276959,0.0,0.0
CUST-0000509,No-Change Control,CONTROL,5.349666293385509,5.349666293385509,0.0,0.0
CUST-0000512,No-Change Control,CONTROL,3.5552491223400393,3.5552491223400393,0.0,0.0
CUST-0000521,No-Change Control,CONTROL,9.625452789469312,9.625452789469312,0.0,0.0
CUST-0000525,No-Change Control,CONTROL,3.425899050974131,3.425899050974131,0.0,0.0
CUST-0000526,No-Change Control,CONTROL,2.8113320850209877,2.8113320850209877,0.0,0.0
CUST-0000527,No-Change Control,CONTROL,4.651380528428552,4.651380528428552,0.0,0.0
CUST-0000530,No-Change Control,CONTROL,3.601105182637559,3.601105182637559,0.0,0.0
CUST-0000539,No-Change Control,CONTROL,7.742415300522942,7.742415300522942,0.0,0.0
CUST-0000553,No-Change Control,CONTROL,2.7450764910821057,2.7450764910821057,0.0,0.0
CUST-0000557,No-Change Control,CONTROL,2.6090688106070026,2.6090688106070026,0.0,0.0
CUST-0000558,No-Change Control,CONTROL,13.164194656362717,13.164194656362717,0.0,0.0
CUST-0000561,No-Change Control,CONTROL,25.28981731322375,25.28981731322375,0.0,0.0
CUST-0000564,No-Change Control,CONTROL,2.9710645710282293,2.9710645710282293,0.0,0.0
CUST-0000565,No-Change Control,CONTROL,3.1871380943190655,3.1871380943190655,0.0,0.0
CUST-0000566,No-Change Control,CONTROL,3.3843254721544334,3.3843254721544334,0.0,0.0
CUST-0000571,No-Change Control,CONTROL,3.9451363513366644,3.9451363513366644,0.0,0.0
CUST-0000586,No-Change Control,CONTROL,3.7226757618305246,3.7226757618305246,0.0,0.0
CUST-0000590,No-Change Control,CONTROL,5.042683624428231,5.042683624428231,0.0,0.0
CUST-0000592,No-Change Control,CONTROL,2.5396354524331333,2.5396354524331333,0.0,0.0
CUST-0000595,No-Change Control,CONTROL,10.912972919124659,10.912972919124659,0.0,0.0
CUST-0000610,No-Change Control,CONTROL,3.8531461956569393,3.8531461956569393,0.0,0.0
CUST-0000611,No-Change Control,CONTROL,4.209265122414044,4.209265122414044,0.0,0.0
CUST-0000613,No-Change Control,CONTROL,8.375309563128859,8.375309563128859,0.0,0.0
CUST-0000614,No-Change Control,CONTROL,3.674536552888246,3.674536552888246,0.0,0.0
CUST-0000620,No-Change Control,CONTROL,3.757104091636068,3.757104091636068,0.0,0.0
CUST-0000621,No-Change Control,CONTROL,6.644317702722463,6.644317702722463,0.0,0.0
CUST-0000626,No-Change Control,CONTROL,4.142677384949911,4.142677384949911,0.0,0.0
CUST-0000631,No-Change Control,CONTROL,2.763617440466494,2.763617440466494,0.0,0.0
CUST-0000633,No-Change Control,CONTROL,21.284151307718236,21.284151307718236,0.0,0.0
CUST-0000635,No-Change Control,CONTROL,5.405185080649463,5.405185080649463,0.0,0.0
CUST-0000647,No-Change Control,CONTROL,14.926261795613952,14.926261795613952,0.0,0.0
CUST-0000649,No-Change Control,CONTROL,11.304842298284033,11.304842298284033,0.0,0.0
CUST-0000650,No-Change Control,CONTROL,4.5839854658243135,4.5839854658243135,0.0,0.0
CUST-0000651,No-Change Control,CONTROL,2.978166584302803,2.978166584302803,0.0,0.0
CUST-0000653,No-Change Control,CONTROL,10.01458687934041,10.01458687934041,0.0,0.0
CUST-0000659,No-Change Control,CONTROL,6.418384606190367,6.418384606190367,0.0,0.0
CUST-0000664,No-Change Control,CONTROL,2.6211533873890343,2.6211533873890343,0.0,0.0
CUST-0000668,No-Change Control,CONTROL,11.117120965353934,11.117120965353934,0.0,0.0
CUST-0000669,No-Change Control,CONTROL,3.279630232644685,3.279630232644685,0.0,0.0
CUST-0000670,No-Change Control,CONTROL,12.3777621024173,12.3777621024173,0.0,0.0
CUST-0000671,No-Change Control,CONTROL,4.134043367834062,4.134043367834062,0.0,0.0
CUST-0000672,No-Change Control,CONTROL,4.449005864290611,4.449005864290611,0.0,0.0
CUST-0000679,No-Change Control,CONTROL,7.137547670199705,7.137547670199705,0.0,0.0
CUST-0000680,No-Change Control,CONTROL,5.346964912862244,5.346964912862244,0.0,0.0
CUST-0000684,No-Change Control,CONTROL,3.5813292017568727,3.5813292017568727,0.0,0.0
CUST-0000686,No-Change Control,CONTROL,4.342700956062954,4.342700956062954,0.0,0.0
CUST-0000696,No-Change Control,CONTROL,2.6230508816162152,2.6230508816162152,0.0,0.0
CUST-0000698,No-Change Control,CONTROL,4.383322363980614,4.383322363980614,0.0,0.0
CUST-0000700,No-Change Control,CONTROL,5.689865652114257,5.689865652114257,0.0,0.0
CUST-0000709,No-Change Control,CONTROL,3.287124667085249,3.287124667085249,0.0,0.0
CUST-0000710,No-Change Control,CONTROL,4.798240456909084,4.798240456909084,0.0,0.0
CUST-0000717,No-Change Control,CONTROL,60.24159206577303,60.24159206577303,0.0,0.0
CUST-0000719,No-Change Control,CONTROL,2.611412273310342,2.611412273310342,0.0,0.0
CUST-0000722,No-Change Control,CONTROL,55.660937319897144,55.660937319897144,0.0,0.0
CUST-0000726,No-Change Control,CONTROL,2.5999549902557155,2.5999549902557155,0.0,0.0
CUST-0000729,No-Change Control,CONTROL,14.79785055799617,14.79785055799617,0.0,0.0
CUST-0000731,No-Change Control,CONTROL,2.6817381528375885,2.6817381528375885,0.0,0.0
CUST-0000733,No-Change Control,CONTROL,5.845814136582375,5.845814136582375,0.0,0.0
CUST-0000738,No-Change Control,CONTROL,5.054175446409154,5.054175446409154,0.0,0.0
CUST-0000740,No-Change Control,CONTROL,24.581127810952708,24.581127810952708,0.0,0.0
CUST-0000742,No-Change Control,CONTROL,3.124624228372085,3.124624228372085,0.0,0.0
CUST-0000744,No-Change Control,CONTROL,5.095246388849424,5.095246388849424,0.0,0.0
CUST-0000747,No-Change Control,CONTROL,4.16557161713029,4.16557161713029,0.0,0.0
CUST-0000748,No-Change Control,CONTROL,2.9660893273636075,2.9660893273636075,0.0,0.0
CUST-0000753,No-Change Control,CONTROL,3.5484758213912295,3.5484758213912295,0.0,0.0
CUST-0000754,No-Change Control,CONTROL,3.4295994047966865,3.4295994047966865,0.0,0.0
CUST-0000755,No-Change Control,CONTROL,7.522985374851189,7.522985374851189,0.0,0.0
CUST-0000757,No-Change Control,CONTROL,3.5616830431075375,3.5616830431075375,0.0,0.0
CUST-0000758,No-Change Control,CONTROL,5.613211463826205,5.613211463826205,0.0,0.0
CUST-0000759,No-Change Control,CONTROL,7.921717930782683,7.921717930782683,0.0,0.0
CUST-0000767,No-Change Control,CONTROL,4.117486704959085,4.117486704959085,0.0,0.0
CUST-0000782,No-Change Control,CONTROL,2.750314688006728,2.750314688006728,0.0,0.0
CUST-0000784,No-Change Control,CONTROL,5.372217812795802,5.372217812795802,0.0,0.0
CUST-0000786,No-Change Control,CONTROL,40.6858397858223,40.6858397858223,0.0,0.0
CUST-0000791,No-Change Control,CONTROL,5.138421539576201,5.138421539576201,0.0,0.0
CUST-0000793,No-Change Control,CONTROL,4.528577154208491,4.528577154208491,0.0,0.0
CUST-0000794,No-Change Control,CONTROL,7.916904029812177,7.916904029812177,0.0,0.0
CUST-0000796,No-Change Control,CONTROL,7.951779384860285,7.951779384860285,0.0,0.0
CUST-0000805,No-Change Control,CONTROL,7.638442715285517,7.638442715285517,0.0,0.0
CUST-0000811,No-Change Control,CONTROL,40.78078494583217,40.78078494583217,0.0,0.0
CUST-0000815,No-Change Control,CONTROL,2.8819623957616187,2.8819623957616187,0.0,0.0
CUST-0000818,No-Change Control,CONTROL,9.230851058642898,9.230851058642898,0.0,0.0
CUST-0000819,No-Change Control,CONTROL,14.304509797997488,14.304509797997488,0.0,0.0
CUST-0000841,No-Change Control,CONTROL,32.77855343256387,32.77855343256387,0.0,0.0
CUST-0000849,No-Change Control,CONTROL,6.970743237553805,6.970743237553805,0.0,0.0
CUST-0000852,No-Change Control,CONTROL,4.057916023079741,4.057916023079741,0.0,0.0
CUST-0000875,No-Change Control,CONTROL,4.200935361854316,4.200935361854316,0.0,0.0
CUST-0000877,No-Change Control,CONTROL,7.196917930920564,7.196917930920564,0.0,0.0
CUST-0000882,No-Change Control,CONTROL,3.0578715201853974,3.0578715201853974,0.0,0.0
CUST-0000885,No-Change Control,CONTROL,4.573854087127269,4.573854087127269,0.0,0.0
CUST-0000887,No-Change Control,CONTROL,5.418111611842589,5.418111611842589,0.0,0.0
CUST-0000888,No-Change Control,CONTROL,28.443010157977394,28.443010157977394,0.0,0.0
CUST-0000891,No-Change Control,CONTROL,6.009453632024291,6.009453632024291,0.0,0.0
CUST-0000893,No-Change Control,CONTROL,3.1384876556358736,3.1384876556358736,0.0,0.0
CUST-0000900,No-Change Control,CONTROL,14.068406352173394,14.068406352173394,0.0,0.0
CUST-0000902,No-Change Control,CONTROL,2.6936169551762146,2.6936169551762146,0.0,0.0
CUST-0000906,No-Change Control,CONTROL,4.735136219725585,4.735136219725585,0.0,0.0
CUST-0000907,No-Change Control,CONTROL,2.556697118473805,2.556697118473805,0.0,0.0
CUST-0000919,No-Change Control,CONTROL,5.287791199300281,5.287791199300281,0.0,0.0
CUST-0000920,No-Change Control,CONTROL,2.8684904646893203,2.8684904646893203,0.0,0.0
CUST-0000926,No-Change Control,CONTROL,3.506676902605756,3.506676902605756,0.0,0.0
CUST-0000931,No-Change Control,CONTROL,3.5336853769779624,3.5336853769779624,0.0,0.0
CUST-0000938,No-Change Control,CONTROL,313.8549708053936,313.8549708053936,0.0,0.0
CUST-0000940,No-Change Control,CONTROL,2.6850819833473474,2.6850819833473474,0.0,0.0
CUST-0000943,No-Change Control,CONTROL,4.903967430957973,4.903967430957973,0.0,0.0
CUST-0000948,No-Change Control,CONTROL,4.73787634411892,4.73787634411892,0.0,0.0
CUST-0000953,No-Change Control,CONTROL,5.883183520058726,5.883183520058726,0.0,0.0
CUST-0000960,No-Change Control,CONTROL,3.1117530587279694,3.1117530587279694,0.0,0.0
CUST-0000961,No-Change Control,CONTROL,4.533648484252698,4.533648484252698,0.0,0.0
CUST-0000963,No-Change Control,CONTROL,3.294187429321766,3.294187429321766,0.0,0.0
CUST-0000964,No-Change Control,CONTROL,3.9644930766916544,3.9644930766916544,0.0,0.0
CUST-0000967,No-Change Control,CONTROL,5.560767128040886,5.560767128040886,0.0,0.0
CUST-0000969,No-Change Control,CONTROL,26.30158385878241,26.30158385878241,0.0,0.0
CUST-0000970,No-Change Control,CONTROL,11.455735923417393,11.455735923417393,0.0,0.0
CUST-0000971,No-Change Control,CONTROL,3.6173968778127565,3.6173968778127565,0.0,0.0
CUST-0000972,No-Change Control,CONTROL,4.936325996733872,4.936325996733872,0.0,0.0
CUST-0000974,No-Change Control,CONTROL,29.77366729947745,29.77366729947745,0.0,0.0
CUST-0000976,No-Change Control,CONTROL,3.0142878857950977,3.0142878857950977,0.0,0.0
CUST-0000980,No-Change Control,CONTROL,2.945294790718138,2.945294790718138,0.0,0.0
CUST-0000981,No-Change Control,CONTROL,5.927150039146254,5.927150039146254,0.0,0.0
CUST-0000985,No-Change Control,CONTROL,5.907893297336039,5.907893297336039,0.0,0.0
CUST-0000988,No-Change Control,CONTROL,3.3941651717164087,3.3941651717164087,0.0,0.0
CUST-0000990,No-Change Control,CONTROL,5.574137904653311,5.574137904653311,0.0,0.0
CUST-0000996,No-Change Control,CONTROL,4.741922330370707,4.741922330370707,0.0,0.0
CUST-0001000,No-Change Control,CONTROL,4.723215329101181,4.723215329101181,0.0,0.0
CUST-0001003,No-Change Control,CONTROL,2.926388383685538,2.926388383685538,0.0,0.0
CUST-0001005,No-Change Control,CONTROL,7.195388039032565,7.195388039032565,0.0,0.0
CUST-0001008,No-Change Control,CONTROL,14.602590657550376,14.602590657550376,0.0,0.0
CUST-0001010,No-Change Control,CONTROL,44.69673857667469,44.69673857667469,0.0,0.0
CUST-0001012,No-Change Control,CONTROL,6.658453358622574,6.658453358622574,0.0,0.0
CUST-0001025,No-Change Control,CONTROL,4.75468046799299,4.75468046799299,0.0,0.0
CUST-0001035,No-Change Control,CONTROL,35.28513144671571,35.28513144671571,0.0,0.0
CUST-0001044,No-Change Control,CONTROL,4.377081586681276,4.377081586681276,0.0,0.0
CUST-0001047,No-Change Control,CONTROL,12.972168112968296,12.972168112968296,0.0,0.0
CUST-0001048,No-Change Control,CONTROL,15.380450133682453,15.380450133682453,0.0,0.0
CUST-0001053,No-Change Control,CONTROL,4.2631043238790705,4.2631043238790705,0.0,0.0
CUST-0001059,No-Change Control,CONTROL,6.73391188943307,6.73391188943307,0.0,0.0
CUST-0001060,No-Change Control,CONTROL,4.663799125800543,4.663799125800543,0.0,0.0
CUST-0001076,No-Change Control,CONTROL,3.214904435471832,3.214904435471832,0.0,0.0
CUST-0001077,No-Change Control,CONTROL,8.351295635168414,8.351295635168414,0.0,0.0
CUST-0001080,No-Change Control,CONTROL,3.881132361932279,3.881132361932279,0.0,0.0
CUST-0001081,No-Change Control,CONTROL,4.225570711423383,4.225570711423383,0.0,0.0
CUST-0001082,No-Change Control,CONTROL,2.5698836448308393,2.5698836448308393,0.0,0.0
CUST-0001093,No-Change Control,CONTROL,17.599538431810565,17.599538431810565,0.0,0.0
CUST-0001099,No-Change Control,CONTROL,8.399378780180923,8.399378780180923,0.0,0.0
CUST-0001101,No-Change Control,CONTROL,2.7242482247015,2.7242482247015,0.0,0.0
CUST-0001103,No-Change Control,CONTROL,9.36482219349078,9.36482219349078,0.0,0.0
CUST-0001122,No-Change Control,CONTROL,225.14740004503932,225.14740004503932,0.0,0.0
CUST-0001125,No-Change Control,CONTROL,10.431449891449981,10.431449891449981,0.0,0.0
CUST-0001127,No-Change Control,CONTROL,5.015549479090827,5.015549479090827,0.0,0.0
CUST-0001129,No-Change Control,CONTROL,19.43573842248062,19.43573842248062,0.0,0.0
CUST-0001132,No-Change Control,CONTROL,2.9380248136898994,2.9380248136898994,0.0,0.0
CUST-0001133,No-Change Control,CONTROL,2.8882995439423147,2.8882995439423147,0.0,0.0
CUST-0001137,No-Change Control,CONTROL,5.794651097184584,5.794651097184584,0.0,0.0
CUST-0001141,No-Change Control,CONTROL,2.6335709991747924,2.6335709991747924,0.0,0.0
CUST-0001143,No-Change Control,CONTROL,4.551716221530166,4.551716221530166,0.0,0.0
CUST-0001151,No-Change Control,CONTROL,3.0777603763612915,3.0777603763612915,0.0,0.0
CUST-0001152,No-Change Control,CONTROL,5.9755558379332845,5.9755558379332845,0.0,0.0
CUST-0001153,No-Change Control,CONTROL,4.2982303751189805,4.2982303751189805,0.0,0.0
CUST-0001154,No-Change Control,CONTROL,4.292208705312048,4.292208705312048,0.0,0.0
CUST-0001156,No-Change Control,CONTROL,6.250299485775295,6.250299485775295,0.0,0.0
CUST-0001158,No-Change Control,CONTROL,20.188534742524492,20.188534742524492,0.0,0.0
CUST-0001171,No-Change Control,CONTROL,2.886676836166368,2.886676836166368,0.0,0.0
CUST-0001183,No-Change Control,CONTROL,6.284048060079357,6.284048060079357,0.0,0.0
CUST-0001189,No-Change Control,CONTROL,3.12509067861707,3.12509067861707,0.0,0.0
CUST-0001192,No-Change Control,CONTROL,14.799306327386725,14.799306327386725,0.0,0.0
CUST-0001196,No-Change Control,CONTROL,46.1236574578115,46.1236574578115,0.0,0.0
CUST-0001199,No-Change Control,CONTROL,4.471664697873015,4.471664697873015,0.0,0.0
CUST-0001207,No-Change Control,CONTROL,7.253930554264393,7.253930554264393,0.0,0.0
CUST-0001214,No-Change Control,CONTROL,5.651060308914791,5.651060308914791,0.0,0.0
CUST-0001215,No-Change Control,CONTROL,3.3232892749218106,3.3232892749218106,0.0,0.0
CUST-0001216,No-Change Control,CONTROL,6.956819901704386,6.956819901704386,0.0,0.0
CUST-0001228,No-Change Control,CONTROL,8.048229503875383,8.048229503875383,0.0,0.0
CUST-0001230,No-Change Control,CONTROL,3.6316022303279207,3.6316022303279207,0.0,0.0
CUST-0001231,No-Change Control,CONTROL,21.472106729242988,21.472106729242988,0.0,0.0
CUST-0001233,No-Change Control,CONTROL,3.7110256723396624,3.7110256723396624,0.0,0.0
CUST-0001240,No-Change Control,CONTROL,3.8500230090224696,3.8500230090224696,0.0,0.0
CUST-0001243,No-Change Control,CONTROL,2.968620963185229,2.968620963185229,0.0,0.0
CUST-0001248,No-Change Control,CONTROL,41.34476896998181,41.34476896998181,0.0,0.0
CUST-0001252,No-Change Control,CONTROL,12.148919365186114,12.148919365186114,0.0,0.0
CUST-0001259,No-Change Control,CONTROL,7.098412954271008,7.098412954271008,0.0,0.0
CUST-0001267,No-Change Control,CONTROL,8.355462226736448,8.355462226736448,0.0,0.0
CUST-0001275,No-Change Control,CONTROL,5.094523608548476,5.094523608548476,0.0,0.0
CUST-0001281,No-Change Control,CONTROL,2.7756603628481606,2.7756603628481606,0.0,0.0
CUST-0001282,No-Change Control,CONTROL,5.0084068675195565,5.0084068675195565,0.0,0.0
CUST-0001291,No-Change Control,CONTROL,3.2109867331104365,3.2109867331104365,0.0,0.0
CUST-0001293,No-Change Control,CONTROL,8.64206210506583,8.64206210506583,0.0,0.0
CUST-0001310,No-Change Control,CONTROL,3.4189246155206097,3.4189246155206097,0.0,0.0
CUST-0001313,No-Change Control,CONTROL,9.71962781459822,9.71962781459822,0.0,0.0
CUST-0001314,No-Change Control,CONTROL,2.7349760174910607,2.7349760174910607,0.0,0.0
