customer_id,months_observed,attrition_event,onboarding_completion,monthly_active_days,product_adoption_count,support_tickets_90d,support_resolution_days,service_incidents_90d,tenure_at_start,auto_renew_flag,enterprise_flag,monthly_active_days_x_product_adoption_count,support_tickets_90d_x_support_resolution_days,onboarding_completion_sq
CUST-0000028,2.4683,1,0.442864,19.5846,4,2,2.0306,1,10.3241,1,0,78.3384,4.0612,0.196128522496
CUST-0000029,9.942,0,0.490933,13.4121,5,2,1.9537,1,1.726,1,0,67.0605,3.9074,0.24101521048900001
CUST-0000030,8.836,0,0.74933,29.1909,7,2,3.2515,2,38.066,1,0,204.3363,6.503,0.5614954489
CUST-0000031,19.5974,1,0.781575,17.963,4,3,4.0266,1,16.3874,1,1,71.852,12.0798,0.6108594806250001
CUST-0000032,10.8194,1,0.703614,17.2133,4,4,4.0533,0,9.7416,1,1,68.8532,16.2132,0.49507266099599995
CUST-0000033,17.3627,0,0.875246,13.4108,5,0,2.0337,1,8.1592,1,0,67.054,0.0,0.766055560516
CUST-0000034,0.1761,1,0.68327,21.8361,1,3,1.6278,2,6.0232,1,0,21.8361,4.8834,0.46685789290000007
CUST-0000035,23.3321,0,0.69352,17.0826,4,0,0.25,0,3.1347,1,0,68.3304,0.0,0.48096999040000005
CUST-0000036,11.9123,0,0.902538,24.2573,4,1,0.8264,2,22.5464,1,0,97.0292,0.8264,0.8145748414439999
CUST-0000037,14.7811,0,0.631447,24.211,4,0,4.2662,0,18.6337,1,0,96.844,0.0,0.39872531380899995
CUST-0000038,6.2798,1,0.734214,17.3373,4,3,8.7673,1,4.8754,1,0,69.3492,26.301900000000003,0.5390701977960001
CUST-0000039,21.9503,0,0.671079,17.9731,3,2,3.4887,0,8.3606,1,0,53.91929999999999,6.9774,0.450347024241
CUST-0000040,8.3034,1,0.389284,17.5936,7,3,5.936,0,25.1853,1,0,123.1552,17.808,0.15154203265600003
CUST-0000041,21.237,0,0.737493,19.1607,4,2,2.3498,1,5.1391,1,0,76.6428,4.6996,0.543895925049
CUST-0000042,5.081,1,0.478979,11.4841,1,0,1.639,0,7.8505,0,1,11.4841,0.0,0.22942088244099998
CUST-0000043,18.0617,0,0.84359,23.1977,1,1,1.1892,0,21.2067,1,0,23.1977,1.1892,0.7116440880999999
CUST-0000044,2.5495,1,0.788645,16.4802,5,4,5.565,1,11.9597,1,0,82.401,22.26,0.621960936025
CUST-0000045,12.69,0,0.636959,23.981,5,1,2.8915,0,32.5772,1,1,119.905,2.8915,0.40571676768100007
CUST-0000046,14.1582,0,0.914239,22.4833,6,2,5.6596,2,21.2733,1,1,134.8998,11.3192,0.835832949121
CUST-0000047,8.3063,0,0.442064,17.4296,2,0,0.3802,0,12.8697,1,0,34.8592,0.0,0.19542058009600002
CUST-0000048,4.6134,1,0.454642,12.5691,3,2,3.7297,1,4.0916,1,0,37.707300000000004,7.4594,0.20669934816399999
CUST-0000049,0.1,1,0.69662,13.2281,4,0,2.023,0,31.0531,0,0,52.9124,0.0,0.48527942440000005
CUST-0000050,1.2669,1,0.416881,15.3433,1,3,2.0075,1,23.1036,0,0,15.3433,6.022499999999999,0.173789768161
CUST-0000051,2.1078,1,0.364017,16.2461,1,4,3.1976,1,16.7986,1,0,16.2461,12.7904,0.13250837628899997
CUST-0000052,13.0957,0,0.691602,14.5128,2,1,1.3815,0,22.2703,1,0,29.0256,1.3815,0.4783133264040001
CUST-0000053,8.1643,0,0.782154,19.5119,2,2,1.3764,0,10.4249,1,1,39.0238,2.7528,0.611764879716
CUST-0000054,4.3795,1,0.89873,13.5524,5,0,1.2983,0,9.0482,1,0,67.762,0.0,0.8077156129
CUST-0000055,10.0614,0,0.848635,19.2661,3,0,0.6874,0,2.4822,1,0,57.798300000000005,0.0,0.720181363225
CUST-0000056,10.5735,0,0.896415,17.6011,1,0,0.6899,0,16.1288,1,1,17.6011,0.0,0.8035598522249999
CUST-0000057,9.0779,0,0.888704,22.0909,1,1,0.7112,0,4.9465,1,0,22.0909,0.7112,0.7897947996160001
CUST-0000058,1.9574,1,0.450416,13.3713,1,5,6.0871,3,7.3597,1,0,13.3713,30.4355,0.20287457305599998
CUST-0000059,21.6833,0,0.725911,16.4387,6,3,4.9651,1,1.3711,1,0,98.63220000000001,14.895299999999999,0.5269467799209999
CUST-0000060,15.3259,0,0.800173,22.7855,2,1,6.1951,0,25.6865,1,0,45.571,6.1951,0.640276829929
CUST-0000061,0.7672,1,0.58053,15.5192,7,7,4.2956,2,18.6889,1,0,108.6344,30.069200000000002,0.3370150809
CUST-0000062,13.9672,0,0.697356,16.4653,3,1,0.6179,0,2.3945,1,0,49.3959,0.6179,0.486305390736
CUST-0000063,2.4993,1,0.434152,12.523,3,2,7.2143,1,20.8714,0,0,37.569,14.4286,0.18848795910399999
CUST-0000064,9.458,0,0.817469,16.4714,4,2,1.7192,1,10.4203,1,1,65.8856,3.4384,0.668255565961
CUST-0000065,10.2088,0,0.930074,23.253,5,0,1.4549,0,4.1167,1,0,116.265,0.0,0.8650376454759999
CUST-0000066,17.2144,0,0.665371,13.3592,8,2,1.8852,3,5.1233,1,0,106.8736,3.7704,0.44271856764100004
CUST-0000067,11.8354,0,0.818159,19.164,4,1,11.1718,0,13.3974,1,0,76.656,11.1718,0.669384149281
CUST-0000068,2.192,1,0.441955,18.1055,2,0,1.3887,0,24.9736,1,0,36.211,0.0,0.195324222025
CUST-0000069,1.1846,1,0.673097,12.637,1,3,6.5629,1,2.415,0,0,12.637,19.6887,0.45305957140899994
CUST-0000070,8.918,1,0.492812,11.0169,5,0,0.6938,0,21.7884,1,0,55.0845,0.0,0.24286366734399997
CUST-0000071,8.9983,0,0.565996,11.5095,5,2,1.8102,1,7.9989,1,0,57.5475,3.6204,0.32035147201600006
CUST-0000072,4.7488,1,0.780341,25.3397,2,1,4.3803,1,16.1407,1,0,50.6794,4.3803,0.6089320762809999
CUST-0000073,6.6704,1,0.693185,16.6227,4,3,2.8521,3,6.3123,1,1,66.4908,8.5563,0.4805054442250001
CUST-0000074,0.6873,1,0.538526,9.1167,2,3,4.2263,2,5.8389,1,0,18.2334,12.6789,0.29001025267599995
CUST-0000075,16.0228,0,0.97877,21.8975,8,2,2.7988,1,7.8933,1,0,175.18,5.5976,0.9579907129
CUST-0000076,17.1335,1,0.567206,4.3576,4,0,2.5085,1,5.8757,1,0,17.4304,0.0,0.32172264643599996
CUST-0000077,20.9184,0,0.660455,13.1151,4,1,3.2,0,17.3949,1,0,52.4604,3.2,0.436200807025
CUST-0000078,0.1,1,0.54245,19.107,4,1,2.9405,3,9.189,1,0,76.428,2.9405,0.2942520025
CUST-0000079,11.6344,0,0.715962,14.4221,3,3,2.2533,0,7.3482,1,0,43.2663,6.7599,0.512601585444
CUST-0000080,18.2647,0,0.63167,15.1881,5,1,1.8422,0,15.6663,1,1,75.9405,1.8422,0.3990069888999999
CUST-0000081,11.8569,1,0.583714,16.6353,2,0,2.927,0,12.2504,1,0,33.2706,0.0,0.34072203379599997
CUST-0000082,15.3028,0,0.816898,20.3379,2,1,2.0159,3,12.2342,1,0,40.6758,2.0159,0.667322342404
CUST-0000083,22.3084,0,0.914122,20.6089,4,2,1.9811,2,17.0137,1,1,82.4356,3.9622,0.835619030884
CUST-0000084,2.6667,1,0.533135,15.9261,2,2,3.404,1,40.6923,1,0,31.8522,6.808,0.284232928225
CUST-0000085,6.1863,1,0.611815,21.0367,5,2,4.588,2,4.7045,1,0,105.1835,9.176,0.374317594225
CUST-0000086,7.0818,1,0.552216,11.684,2,3,2.6923,0,7.8214,1,0,23.368,8.0769,0.30494251065600003
CUST-0000087,20.3987,0,0.664909,18.3048,5,0,1.8704,1,16.2095,1,1,91.524,0.0,0.44210397828099995
CUST-0000088,15.7523,0,0.797182,16.2177,3,2,3.5504,0,14.1586,1,0,48.6531,7.1008,0.635499141124
CUST-0000089,2.0487,1,0.415812,14.7617,6,5,5.2308,0,5.763,1,0,88.5702,26.154000000000003,0.172899619344
CUST-0000090,2.4172,1,0.461428,17.4798,1,2,5.4401,0,7.1332,1,0,17.4798,10.8802,0.212915799184
CUST-0000091,2.5938,1,0.827215,17.981,3,4,5.0564,2,14.5472,1,0,53.943000000000005,20.2256,0.684284656225
CUST-0000092,0.1,1,0.138638,2.1103,1,6,3.8561,2,9.8543,0,0,2.1103,23.1366,0.019220495044000002
CUST-0000093,3.2991,1,0.618449,11.3751,1,1,1.8899,2,6.1755,1,0,11.3751,1.8899,0.38247916560100004
CUST-0000094,17.7582,1,0.817306,15.9767,6,2,2.5647,1,18.5401,1,0,95.86019999999999,5.1294,0.667989097636
CUST-0000095,2.1871,1,0.666185,15.1511,3,0,3.2869,2,7.741,1,0,45.4533,0.0,0.44380245422500003
CUST-0000096,8.4625,0,0.633978,16.0161,3,3,3.2213,1,13.8751,1,0,48.048300000000005,9.6639,0.40192810448400007
CUST-0000097,14.954,0,0.817806,17.3209,8,0,1.7889,0,8.6906,1,0,138.5672,0.0,0.668806653636
CUST-0000098,1.5356,1,0.258586,18.9926,3,3,3.6247,1,17.9953,1,0,56.9778,10.874099999999999,0.06686671939599999
CUST-0000099,3.5396,1,0.54399,14.4391,2,1,6.4983,0,4.8315,1,0,28.8782,6.4983,0.2959251201
CUST-0000100,18.3238,1,0.699081,21.3421,3,2,0.9794,1,28.3473,1,1,64.02629999999999,1.9588,0.48871424456099993
CUST-0000101,11.4232,0,0.748932,22.2486,2,1,0.9185,1,33.6449,1,1,44.4972,0.9185,0.560899140624
CUST-0000102,14.4906,0,0.503098,17.0797,7,1,3.1832,1,3.6521,1,0,119.55789999999999,3.1832,0.25310759760400003
CUST-0000103,9.7953,0,0.716921,13.4511,5,2,1.0923,0,18.4066,1,0,67.2555,2.1846,0.513975720241
CUST-0000104,8.9618,0,0.984224,22.4224,3,3,2.1245,1,14.7978,1,1,67.2672,6.3735,0.968696882176
CUST-0000105,0.8028,1,0.633709,14.855,5,0,2.6521,0,9.1514,1,1,74.275,0.0,0.40158709668099996
CUST-0000106,12.5838,0,0.935454,27.4685,3,1,2.7792,0,4.919,1,0,82.40549999999999,2.7792,0.875074186116
CUST-0000107,15.5505,0,0.819162,19.9073,6,1,2.8274,0,6.7518,1,0,119.4438,2.8274,0.6710263822439999
CUST-0000108,4.1082,1,0.59917,15.7021,4,0,2.4689,0,3.4596,1,0,62.8084,0.0,0.3590046889
CUST-0000109,19.8393,0,0.874279,25.8533,8,0,1.1242,0,8.831,1,0,206.8264,0.0,0.7643637698410001
CUST-0000110,13.0702,0,0.758816,18.3789,1,2,2.3859,1,11.3838,1,1,18.3789,4.7718,0.5758017218560001
CUST-0000111,0.1906,1,0.522144,14.9829,3,0,6.0445,0,9.0039,1,0,44.9487,0.0,0.27263435673600006
CUST-0000112,9.4535,0,0.695371,20.0894,2,2,3.4498,1,19.4304,1,0,40.1788,6.8996,0.4835408276409999
CUST-0000113,1.0877,1,0.376607,13.7147,2,5,5.6054,2,6.9948,1,0,27.4294,28.027,0.14183283244900002
CUST-0000114,1.4703,1,0.471101,13.552,1,2,5.0833,0,12.6031,1,0,13.552,10.1666,0.221936152201
CUST-0000115,3.1159,1,0.317115,16.3117,4,1,2.6808,0,6.5359,1,0,65.2468,2.6808,0.10056192322499999
CUST-0000116,11.7691,0,0.688,15.3759,3,1,1.8807,0,6.1592,1,1,46.1277,1.8807,0.47334399999999993
CUST-0000117,16.7091,0,0.776424,25.1129,5,0,1.6714,0,10.0835,1,1,125.5645,0.0,0.602834227776
CUST-0000118,1.9531,1,0.50478,15.3106,3,2,3.3113,1,4.0873,1,0,45.9318,6.6226,0.2548028484
CUST-0000119,9.4202,0,0.514587,20.2753,6,0,1.1315,1,18.3192,1,0,121.65180000000001,0.0,0.264799780569
CUST-0000120,22.2284,0,0.721813,19.8688,3,3,3.0806,2,17.6284,1,0,59.6064,9.2418,0.521014006969
CUST-0000121,16.6739,0,0.844803,18.2815,3,2,1.2595,1,17.6733,1,0,54.844500000000004,2.519,0.7136921088089999
CUST-0000122,16.9044,0,0.63834,17.2773,5,0,3.421,1,15.2591,0,0,86.3865,0.0,0.4074779556
CUST-0000123,10.4778,0,0.836606,22.8689,1,0,0.6973,0,5.1595,1,0,22.8689,0.0,0.6999095992359999
CUST-0000124,5.7965,1,0.434664,14.7552,3,0,1.4872,0,7.099,1,0,44.2656,0.0,0.18893279289599998
CUST-0000125,0.6315,1,0.629642,6.3358,2,0,2.1209,0,22.8583,1,0,12.6716,0.0,0.39644904816400006
CUST-0000126,19.89,0,0.863659,15.3317,4,1,1.3092,2,26.8016,1,0,61.3268,1.3092,0.745906868281
CUST-0000127,2.5814,1,0.692296,17.0814,1,3,3.4869,0,5.2782,0,0,17.0814,10.4607,0.47927375161600005
CUST-0000128,3.8388,1,0.530219,16.5018,2,3,4.5029,0,3.7794,1,0,33.0036,13.508700000000001,0.281132187961
CUST-0000129,3.2187,1,0.301444,13.0575,4,3,3.824,0,5.5754,1,0,52.23,11.472,0.09086848513599999
CUST-0000130,0.1577,1,0.473376,19.4435,1,3,7.7083,0,18.6318,0,0,19.4435,23.1249,0.22408483737600002
CUST-0000131,11.2665,0,0.956353,23.7928,4,0,2.2891,0,7.8671,1,0,95.1712,0.0,0.914611060609
CUST-0000132,11.5219,0,1.0,15.4581,3,1,1.3921,1,14.2983,1,1,46.3743,1.3921,1.0
CUST-0000133,20.1465,0,0.792839,20.4956,4,0,1.3282,1,4.6683,1,0,81.9824,0.0,0.6285936799209999
CUST-0000134,10.5582,0,0.503706,20.1638,4,2,2.3537,1,11.1853,1,0,80.6552,4.7074,0.253719734436
CUST-0000135,19.3396,0,0.781389,18.5579,1,1,5.4427,0,8.6146,1,0,18.5579,5.4427,0.610568769321
CUST-0000136,16.2008,1,0.883067,17.3878,3,3,6.1243,2,16.6212,1,0,52.163399999999996,18.3729,0.7798073264890001
CUST-0000137,21.9429,0,0.795936,16.7904,6,1,3.1044,0,42.0246,1,1,100.7424,3.1044,0.633514116096
CUST-0000138,16.1767,0,0.747489,21.9556,4,0,0.4723,0,14.8077,1,0,87.8224,0.0,0.558739805121
CUST-0000139,14.0618,0,0.778448,16.5234,3,1,0.8755,0,5.0175,1,1,49.5702,0.8755,0.605981288704
CUST-0000140,12.4047,0,0.806797,20.1713,3,2,2.6705,0,9.4438,0,0,60.51389999999999,5.341,0.6509213992089999
CUST-0000141,17.1405,0,0.84546,20.8971,2,1,1.8495,0,12.846,1,0,41.7942,1.8495,0.7148026116
CUST-0000142,9.5879,0,0.743595,19.62,1,1,2.9899,2,47.952,1,0,19.62,2.9899,0.552933524025
CUST-0000143,10.7686,0,0.519822,17.262,3,2,2.9185,1,7.9578,1,1,51.786,5.837,0.270214911684
CUST-0000144,20.1679,0,0.694081,16.9567,2,0,2.7693,0,21.705,1,0,33.9134,0.0,0.4817484345609999
CUST-0000145,23.3217,0,0.695326,21.4469,3,4,2.1655,1,13.8914,1,0,64.3407,8.662,0.483478246276
CUST-0000146,13.9263,0,0.679435,19.6223,1,2,1.23,2,8.7384,1,0,19.6223,2.46,0.461631919225
CUST-0000147,21.3186,0,0.613757,19.4328,7,1,2.6176,0,35.9792,1,0,136.02960000000002,2.6176,0.376697655049
CUST-0000148,16.4408,0,0.69864,15.6677,4,2,3.4028,1,29.7439,1,0,62.6708,6.8056,0.4880978496000001
CUST-0000149,19.0222,0,0.762072,14.0548,1,0,0.841,1,6.965,1,0,14.0548,0.0,0.5807537331839999
CUST-0000150,16.1194,0,0.885796,19.879,5,3,4.4304,1,34.0011,1,0,99.39500000000001,13.2912,0.7846345536160001
CUST-0000151,22.7649,0,0.944888,24.9409,5,0,0.5249,1,12.9804,1,1,124.7045,0.0,0.8928133325439999
CUST-0000152,12.0972,0,0.930797,22.9802,5,1,1.5132,0,9.855,1,1,114.901,1.5132,0.8663830552089999
CUST-0000153,15.2815,0,0.865417,17.6286,3,2,1.494,2,24.4845,1,0,52.885799999999996,2.988,0.748946583889
CUST-0000154,23.9956,0,0.63892,19.2167,2,3,2.2718,0,8.8398,1,0,38.4334,6.8153999999999995,0.40821876640000004
CUST-0000155,0.1,1,0.708248,15.9564,4,0,0.8714,0,17.3721,1,0,63.8256,0.0,0.501615229504
CUST-0000156,20.7965,1,0.692678,19.5962,4,2,3.802,0,37.4822,1,0,78.3848,7.604,0.479802811684
CUST-0000157,12.7751,0,0.900989,21.1675,5,0,4.4155,1,20.1625,1,0,105.8375,0.0,0.811781178121
CUST-0000158,2.5466,1,0.765513,16.4049,1,3,8.1927,1,4.4456,1,0,16.4049,24.5781,0.586010153169
CUST-0000159,21.8348,0,0.954487,19.2755,8,0,0.404,0,23.4481,1,1,154.204,0.0,0.911045433169
CUST-0000160,22.6668,0,0.925523,23.4672,2,1,3.4716,1,8.6121,1,1,46.9344,3.4716,0.856592823529
CUST-0000161,18.6202,0,0.866294,20.3151,6,1,0.8426,0,5.2011,1,0,121.8906,0.8426,0.750465294436
CUST-0000162,0.2678,1,0.308602,8.6213,1,4,4.7625,1,12.9341,0,1,8.6213,19.05,0.095235194404
CUST-0000163,13.2421,0,0.893957,21.9457,3,0,1.4365,0,7.4575,1,0,65.83709999999999,0.0,0.799159117849
CUST-0000164,18.0396,0,0.616732,17.2174,6,2,4.3287,0,21.9769,1,0,103.30440000000002,8.6574,0.38035835982399996
CUST-0000165,19.4407,0,0.841082,21.2574,4,2,2.3839,0,8.4049,0,0,85.0296,4.7678,0.707418930724
CUST-0000166,3.9035,1,0.55768,17.5057,1,2,3.3204,1,9.8864,1,0,17.5057,6.6408,0.31100698239999996
CUST-0000167,15.9369,1,0.392376,12.8759,5,3,2.3277,0,7.7957,1,1,64.3795,6.9831,0.153958925376
CUST-0000168,7.3003,1,0.714363,19.3795,6,3,2.2518,1,15.7203,1,1,116.277,6.7554,0.510314495769
CUST-0000169,0.5492,1,0.389129,8.9789,1,5,4.6871,1,9.1651,1,0,8.9789,23.4355,0.151421378641
CUST-0000170,11.8575,0,0.86246,20.6763,3,0,0.25,0,23.091,1,1,62.02890000000001,0.0,0.7438372516
CUST-0000171,12.2905,0,0.699926,20.7825,6,1,1.1882,0,27.0498,1,0,124.695,1.1882,0.48989640547600005
CUST-0000172,11.2544,0,0.634483,16.4286,7,2,3.7633,0,19.0205,1,0,115.00019999999999,7.5266,0.40256867728900003
CUST-0000173,5.1942,1,0.469713,8.8304,2,1,2.2144,0,7.7768,1,0,17.6608,2.2144,0.220630302369
CUST-0000174,16.997,0,0.764043,21.9787,6,1,0.9983,0,16.099,1,1,131.8722,0.9983,0.583761705849
CUST-0000175,17.8627,0,0.562347,16.5019,4,2,2.7176,0,16.3995,1,0,66.0076,5.4352,0.31623414840900005
CUST-0000176,7.1138,1,0.583902,14.5169,2,3,3.8343,1,7.5754,1,0,29.0338,11.5029,0.34094154560400003
CUST-0000177,1.9877,1,0.606255,11.5256,3,2,2.6357,0,10.0226,1,0,34.576800000000006,5.2714,0.367545125025
CUST-0000178,8.2456,1,0.465385,11.123,1,1,2.9829,1,13.0491,1,1,11.123,2.9829,0.216583198225
CUST-0000179,1.6143,1,0.70943,14.0013,1,2,3.1508,0,16.5587,0,1,14.0013,6.3016,0.5032909249
CUST-0000180,18.2208,0,0.951459,18.5238,2,1,2.9659,1,18.6997,1,1,37.0476,2.9659,0.9052742286810002
CUST-0000181,14.2426,0,0.961721,22.0974,7,0,1.1051,0,10.9666,1,1,154.6818,0.0,0.9249072818410001
CUST-0000182,15.257,0,0.984532,17.8382,6,1,1.7212,2,7.4467,1,1,107.0292,1.7212,0.9693032590239999
CUST-0000183,13.1424,0,0.864149,27.0286,4,0,1.0969,0,3.4748,1,0,108.1144,0.0,0.7467534942009999
CUST-0000184,9.7608,0,0.921479,24.6204,3,3,2.2587,3,12.7029,1,0,73.8612,6.7761000000000005,0.849123547441
CUST-0000185,19.597,0,0.565681,15.6753,5,1,2.0047,0,28.313,1,1,78.3765,2.0047,0.319994993761
CUST-0000186,17.648,0,0.715246,18.3037,3,3,2.478,1,3.3214,1,0,54.9111,7.434000000000001,0.511576840516
CUST-0000187,17.8598,0,0.697376,20.8521,6,2,2.0441,0,6.5526,1,0,125.1126,4.0882,0.486333285376
CUST-0000188,2.9008,1,0.680883,21.8689,4,0,3.3332,0,13.9811,0,0,87.4756,0.0,0.463601659689
CUST-0000189,17.7231,0,0.813716,17.4231,4,2,2.5278,1,30.4633,1,1,69.6924,5.0556,0.662133728656
CUST-0000190,17.7501,0,0.752493,18.9259,4,1,2.0886,1,12.8867,1,0,75.7036,2.0886,0.5662457150489999
CUST-0000191,18.5066,0,0.707886,17.1923,2,1,3.7027,0,4.6405,1,1,34.3846,3.7027,0.501102588996
CUST-0000192,13.4117,0,0.491195,11.2372,7,3,4.1919,0,11.9715,1,0,78.6604,12.575700000000001,0.241272528025
CUST-0000193,9.0003,1,0.675808,15.245,4,0,4.0126,0,10.905,1,0,60.98,0.0,0.456716452864
CUST-0000194,9.7871,0,0.809978,18.8314,3,0,2.1493,1,4.8075,1,1,56.49419999999999,0.0,0.656064360484
CUST-0000195,16.8805,0,0.83168,18.6217,1,1,2.9265,2,29.6355,1,0,18.6217,2.9265,0.6916916223999999
CUST-0000196,19.4438,0,0.755754,19.7463,2,3,1.9539,1,1.6554,1,0,39.4926,5.8617,0.5711641085160001
CUST-0000197,2.1143,1,0.697433,20.6439,2,3,4.6582,1,19.6093,1,0,41.2878,13.974599999999999,0.48641278948899996
CUST-0000198,12.898,0,0.933217,19.1689,2,0,0.7859,0,9.9185,1,1,38.3378,0.0,0.870893969089
CUST-0000199,3.5113,1,0.306637,15.5605,4,2,4.9239,1,8.3584,1,0,62.242,9.8478,0.094026249769
CUST-0000200,10.3938,0,0.913951,17.2714,6,2,8.6149,3,2.6423,1,0,103.6284,17.2298,0.8353064304009999
CUST-0000201,9.6768,0,0.902813,21.9058,8,1,2.6068,0,9.2666,1,1,175.2464,2.6068,0.8150713129689999
CUST-0000202,5.2647,1,0.610849,22.0421,2,1,0.767,0,37.6603,1,1,44.0842,0.767,0.37313650080099997
CUST-0000203,16.4786,0,0.701775,18.908,2,1,0.9362,0,20.6398,1,0,37.816,0.9362,0.49248815062500007
CUST-0000204,11.1653,0,0.723973,16.8256,4,3,1.7611,2,6.5498,1,0,67.3024,5.2833000000000006,0.524136904729
CUST-0000205,10.8009,1,0.84299,18.1521,2,3,2.7393,1,20.957,1,0,36.3042,8.2179,0.7106321401
CUST-0000206,15.057,0,0.771616,20.6481,5,0,2.3544,0,5.797,1,0,103.2405,0.0,0.5953912514559999
CUST-0000207,9.4306,0,0.784695,16.5831,2,0,0.4521,1,8.1821,1,0,33.1662,0.0,0.615746243025
CUST-0000208,5.8949,1,0.552459,17.6823,4,0,2.1721,0,11.9898,1,0,70.7292,0.0,0.305210946681
CUST-0000209,23.1171,0,0.80123,22.3644,8,0,2.427,1,8.9666,1,0,178.9152,0.0,0.6419695129
CUST-0000210,5.5461,1,0.414236,11.3971,4,1,4.8504,0,16.879,1,0,45.5884,4.8504,0.171591463696
CUST-0000211,14.2826,0,0.870974,27.1841,5,2,1.4948,0,2.0447,1,0,135.9205,2.9896,0.758595708676
CUST-0000212,19.4039,0,0.568315,22.0925,1,3,4.6687,2,2.4044,1,0,22.0925,14.0061,0.322981939225
CUST-0000213,10.6902,0,0.727254,21.7885,6,2,7.2113,2,6.7565,1,0,130.731,14.4226,0.5288983805159999
CUST-0000214,17.8296,0,0.765998,24.0081,8,2,2.909,1,10.4526,1,1,192.0648,5.818,0.5867529360039999
CUST-0000215,20.1421,0,0.930846,16.113,6,1,2.9708,0,8.6009,1,0,96.678,2.9708,0.8664742757159999
CUST-0000216,1.9663,1,0.530615,11.3943,3,1,1.2131,0,6.212,1,1,34.1829,1.2131,0.28155227822499995
CUST-0000217,12.4737,0,0.542114,13.9681,2,0,2.4188,0,10.185,1,0,27.9362,0.0,0.293887588996
CUST-0000218,9.3502,1,0.624306,12.0161,4,1,1.0691,0,8.6418,1,0,48.0644,1.0691,0.38975798163600006
CUST-0000219,23.8862,0,1.0,26.5534,6,0,4.5619,1,15.9242,1,1,159.3204,0.0,1.0
