index,baseline cumulative hazard
0.4927,0.01595033619100075
0.4986,0.016011636646809983
0.5003,0.016072999739282185
0.5029,0.016134397996780424
0.504,0.016195836141254798
0.5066,0.016257300230231746
0.5092,0.01638026107832914
0.51,0.016442000665912372
0.5101,0.016565484548072724
0.5126,0.016627458129146407
0.5137,0.01668954553452681
0.5138,0.01675166003541311
0.5225,0.016813840188758245
0.5284,0.01687602922680007
0.54,0.01693822366139005
0.5438,0.017000441424340693
0.5472,0.01706266592180769
0.5481,0.017124903711026724
0.5491,0.01718717102975547
0.5492,0.01724954557920745
0.5523,0.017374533661051614
0.5535,0.01743708083334223
0.5557,0.01749968746740001
0.5566,0.017562360687023593
0.5599,0.017625041744441402
0.5608,0.01768772466338018
0.5617,0.01781344981381841
0.5648,0.017876342526660052
0.5649,0.01793924268942587
0.5657,0.018002168841666107
0.5672,0.018065186571670496
0.5693,0.018128314131346995
0.5707,0.018191514868742816
0.5708,0.018254754182269444
0.5721,0.018318028386816065
0.5742,0.01838130647540773
0.5786,0.018444605775251602
0.582,0.018507916107092747
0.5854,0.018571240427551153
0.5866,0.018634577207161124
0.588,0.018697925532857602
0.5884,0.0188248156132236
0.5894,0.018888378398248844
0.5937,0.018951943492714157
0.5969,0.019015517655982892
0.5979,0.01907909635764777
0.6006,0.01920653268273014
0.6014,0.019270273684606834
0.6034,0.019334022427643573
0.6068,0.019397781281023527
0.6088,0.019461572183618228
0.6131,0.019525383444431978
0.6151,0.019589199818982266
0.6198,0.019653171920850705
0.6214,0.019717164844032152
0.6238,0.019845178511909735
0.6272,0.019909481070568582
0.6283,0.019973872535256947
0.6301,0.02003828394192532
0.6307,0.020102711779907894
0.6315,0.020167223673344722
0.6354,0.020231743542150196
0.6357,0.020296266623196474
0.6372,0.020360817704961575
0.6376,0.020425468473665245
0.639,0.02049012951554946
0.6392,0.020554812353449005
0.6415,0.020619521653991144
0.6422,0.020684300019985016
0.6451,0.020749098395981942
0.6458,0.02081394592894303
0.6462,0.020878838674559863
0.647,0.020943761734602804
0.6475,0.02100869965332494
0.6482,0.021073677879325126
0.6516,0.02113867268293036
0.6585,0.021203748568681582
0.6606,0.021268848191408316
0.6611,0.021333960109960453
0.6633,0.02139908101997073
0.666,0.021464320634901883
0.671,0.02152960377738689
0.6734,0.021594907055898768
0.6746,0.021660229915257567
0.6763,0.021725725879123015
0.6786,0.021791230715274397
0.6794,0.021856795788487832
0.6798,0.02192260230156666
0.6803,0.021988509206596507
0.6835,0.022054438072865386
0.6837,0.0221203689297854
0.6854,0.022186364964179358
0.6873,0.022252437202186653
0.6912,0.02231855901694588
0.7003,0.02238469246835263
0.7006,0.022450913782025256
0.7027,0.022517164827666504
0.7035,0.022583581819121387
0.7053,0.022650097518830504
0.7068,0.022716632275242003
0.7071,0.022783597804613694
0.709,0.02285058468372424
0.7133,0.02291759061841126
0.7174,0.022984694158661875
0.7219,0.02305185244873465
0.7226,0.023119021726255854
0.7227,0.023186256698419987
0.7233,0.02325352718795003
0.7239,0.02332080426688742
0.7243,0.023388109603977362
0.7269,0.023455450459483298
0.7281,0.02352281147319439
0.7284,0.02359018820123123
0.7319,0.023725015921779672
0.7358,0.02379260336672041
0.7383,0.02386023645131392
0.7431,0.02392795106801693
0.7432,0.023995678757754164
0.7444,0.02406347517957997
0.7454,0.024131302720986632
0.746,0.024199137196805078
0.7467,0.024267085345355863
0.7482,0.024335114493456465
0.7507,0.024403189874850798
0.7519,0.024471276997795215
0.7533,0.024539368574251496
0.7557,0.024607489900077772
0.7561,0.02467561788977174
0.757,0.02474375103409027
0.7579,0.024811948815101757
0.7613,0.024880213420450263
0.7642,0.025017124317885536
0.7672,0.025085607377932764
0.7687,0.025154122225582925
0.7689,0.025222662103227253
0.7698,0.025291290809518755
0.7706,0.025359992718672873
0.7713,0.025428724236793192
0.7752,0.025497465012694825
0.7756,0.02556620937613354
0.7757,0.02563502044103412
0.7758,0.02570383540690864
0.7773,0.025772669024439476
0.7792,0.025841519586512565
0.7811,0.025910404142348756
0.7822,0.02597931445381547
0.7823,0.02604823213670545
0.7843,0.026117163160610593
0.7864,0.02618613972592298
0.7873,0.026255133517585336
0.788,0.02632423750537573
0.7882,0.02639339580919424
0.7927,0.026462565448748417
0.7962,0.02653187184715345
0.8002,0.02660128611439272
0.8004,0.026670714700185703
0.8006,0.02674017917291725
0.8012,0.026809666501680915
0.8028,0.026879202749078467
0.8032,0.02694874212365311
0.8048,0.02701835164936362
0.8071,0.02708802941016342
0.8075,0.027157737550965615
0.8117,0.02722746582812959
0.8138,0.02729720901314169
0.8223,0.027366990009197924
0.8232,0.027436802837698417
0.8245,0.027506619212650442
0.8284,0.027576463361461287
0.829,0.0276463653751237
0.8293,0.027716328623817937
0.831,0.027786333793992504
0.8321,0.027856381342165174
0.8372,0.027926463427544367
0.8377,0.027996562956810203
0.8468,0.028066678349646466
0.8526,0.028136848438755267
0.854,0.02820706200572932
0.8544,0.02827731605626551
0.8604,0.02834758550009959
0.8653,0.028417888904982046
0.8685,0.028488223579415713
0.8686,0.02855870714242592
0.869,0.028629286224075994
0.8775,0.02869988350051771
0.8793,0.02877054449601727
0.8828,0.028841247213958754
0.8829,0.028912024266673424
0.8842,0.028982823472905133
0.8843,0.029053693622317234
0.8856,0.02912464533373733
0.8865,0.029195609691571395
0.8875,0.029266598038352222
0.8876,0.029337668073531446
0.8881,0.029408745693595608
0.8897,0.029551258353074972
0.8906,0.029622534810660302
0.891,0.02969392023482691
0.8942,0.02976532500308681
0.8947,0.02983675174201632
0.8977,0.029908197232540925
0.899,0.029979707762051208
0.8999,0.03005122209779513
0.9002,0.0301227582988749
0.9004,0.03019432363822672
0.9048,0.030265905942109688
0.9061,0.030337577348362652
0.9101,0.030409259062954018
0.9118,0.030481033069347675
0.9136,0.030552830677894795
0.9144,0.03062466985240819
0.9182,0.030696525880954742
0.919,0.030768489777060537
0.9194,0.03084049667467142
0.9255,0.03091256319716716
0.926,0.03098479749128682
0.9296,0.031057066632121686
0.93,0.031129400889459025
0.9368,0.03120175171584874
0.9374,0.03127412905802068
0.9393,0.031346597959317574
0.9415,0.03141914925823426
0.9425,0.03149172103889277
0.9426,0.03156430224847104
0.9555,0.03163700925510917
0.9571,0.03170976091339728
0.9601,0.031782580594520195
0.9653,0.03185543143528749
0.9666,0.03192829062914855
0.9724,0.032001159247888586
0.9732,0.03207411785477546
0.9744,0.0321471974521263
0.978,0.032220322105806824
0.979,0.032293470043160064
0.9804,0.032366638586329294
0.9815,0.03243989739321971
0.9819,0.032513166631951126
0.9854,0.03258645601788123
0.9865,0.03265974689515251
0.9876,0.03280635567859945
0.9899,0.032879741571683135
0.991,0.03295318143788377
0.9919,0.033026636815827605
0.9987,0.03310014275825591
1.003,0.033173692705128266
1.0038,0.03324724501864462
1.0064,0.03332083605374756
1.0087,0.03339443646238148
1.0098,0.03346804700854573
1.0108,0.03354169116028568
1.0109,0.033615562702237874
1.011,0.03368945743482036
1.0111,0.033763423569530895
1.0115,0.03383740500423946
1.0116,0.03391144099477987
1.0123,0.033985529317951874
1.0145,0.0340597201287855
1.0167,0.034133933838211145
1.0194,0.0342081672234502
1.0219,0.03428253734811508
1.0225,0.03435695047460844
1.0227,0.034431388878577086
1.0251,0.03450584310545144
1.0276,0.034580427592049795
1.0285,0.03465510389557647
1.0298,0.034729818870464495
1.0308,0.03480454028638921
1.0384,0.034879279722339715
1.0434,0.03495408884818374
1.0436,0.03502891856464636
1.0446,0.03510376769173063
1.0455,0.035178620065864606
1.0456,0.03525349901784412
1.0468,0.0353283868762042
1.0478,0.03540343018023884
1.0496,0.03547849701627843
1.0567,0.03555356477757985
1.0575,0.03562867510106954
1.0597,0.035703811082380306
1.0638,0.0357789643870903
1.0639,0.03585414568621855
1.0704,0.035929382150138175
1.0707,0.03600463297514367
1.0768,0.036079962079215766
1.0783,0.03615543185338837
1.0826,0.036230924955955486
1.0828,0.03630644161219965
1.0833,0.0363820079188318
1.086,0.036457619763937445
1.0877,0.03653325078447541
1.0907,0.03668489276040984
1.0923,0.03676074808051539
1.0981,0.03683686646162196
1.1033,0.036913033463448895
1.1045,0.036989203394058916
1.1083,0.03706555005283034
1.1109,0.037141914299536616
1.1153,0.03721848542433244
1.1236,0.03729511070915526
1.1297,0.03737185471328602
1.1349,0.037448742156763824
1.1352,0.03752567083113602
1.138,0.03760266686938711
1.1397,0.03767967741459619
1.1402,0.037756766274731
1.1417,0.037833859281440306
1.1446,0.03791101104969064
1.1485,0.0379881894442431
1.1486,0.03806540605070779
1.1518,0.03814266994421592
1.1529,0.038219946500401586
1.1559,0.03829727987329556
1.1609,0.038374652561209775
1.1615,0.038452052404024474
1.1634,0.03852945803876499
1.1665,0.03860698074472207
1.1679,0.03868457901599273
1.1735,0.03876222836324021
1.1789,0.03883989340373297
1.1816,0.038917561840855354
1.1841,0.0390730257173505
1.1846,0.03915094864827791
1.1853,0.039228991426285116
1.1985,0.03930707173894112
1.2141,0.03946328048302952
1.2143,0.03954147393660878
1.2171,0.039619678575139754
1.2178,0.039697918669624375
1.2184,0.03977616217259759
1.219,0.03985440713107076
1.2192,0.03993265386090374
1.2223,0.04001094981642484
1.2252,0.04008927829383632
1.2281,0.04016762647673262
1.2299,0.04024603544825553
1.2333,0.04032448641813951
1.2376,0.04040307606825683
1.2385,0.04048168113588423
1.2402,0.04056031888495351
1.244,0.040638975994713375
1.2461,0.04071764051833927
1.2473,0.04079634476478
1.25,0.04087522812390662
1.2515,0.04095412027048492
1.2518,0.04103303053546319
1.2544,0.041111974298310885
1.2592,0.04119094971192493
1.2636,0.04126998460498627
1.2657,0.04134907028886583
1.2669,0.041428328512989505
1.2717,0.041507656979973245
1.272,0.0415870711939809
1.2723,0.041666782699075165
1.2761,0.04174659461405508
1.2811,0.04182664176481866
1.2824,0.04190674850322174
1.2854,0.041986913077707064
1.2857,0.04206717168205653
1.2903,0.04222797350556835
1.2961,0.04230853633458068
1.3039,0.04238912456574112
1.3049,0.04246977405037485
1.311,0.04255079251644051
1.3131,0.04263185429651795
1.3181,0.04271291843830967
1.3213,0.04279399840310991
1.3286,0.04287508230842678
1.3338,0.04295618761447563
1.3375,0.043037314207191375
1.3385,0.04311845159483694
1.3481,0.04319961670270244
1.3484,0.04328079797907466
1.361,0.043361986470889624
1.362,0.04344318892500467
1.3651,0.04352440796791915
1.3679,0.043605654984447184
1.3689,0.043686909336466996
1.3725,0.04376816978138057
1.3726,0.043849441893315314
1.374,0.04393073028036525
1.3784,0.044012035452288205
1.3831,0.044093382234263
1.3876,0.04417474529657618
1.3888,0.04425611613911145
1.3909,0.04433752804853366
1.3911,0.04441900240485664
1.3946,0.04450064358931398
1.3975,0.04458236175333702
1.3986,0.044664092105660975
1.4021,0.044745831214989415
1.4122,0.044827584592070056
1.4135,0.04490936092708697
1.4166,0.04499116792840166
1.4198,0.04507298236501866
1.4256,0.045154862545984456
1.4278,0.0452367977624454
1.4308,0.0453189536263783
1.4329,0.0454011646278528
1.433,0.045483499199955216
1.4335,0.04556586105018843
1.4425,0.0456483586765989
1.4429,0.0457308872929822
1.4447,0.04581345281046712
1.4453,0.0458960274471496
1.4468,0.0459786235717153
1.4499,0.046061372233307064
1.4503,0.046144140166838696
1.4637,0.046226926885596376
1.4692,0.04630972885703273
1.4703,0.04639255544472453
1.4757,0.046475426567340106
1.4759,0.04655832755830906
1.4767,0.04664127390508004
1.4839,0.04672423878833698
1.4869,0.0468073205115041
1.488,0.04689044255326776
1.4889,0.04697358382430159
1.4892,0.04705675822820177
1.4945,0.047139938925898156
1.4948,0.047223136402310885
1.4975,0.04730635044924769
1.502,0.04738957287356833
1.5039,0.04747288647610147
1.513,0.047556205049228924
1.5137,0.047639588152674654
1.5152,0.04772309543184312
1.5162,0.04780661342738157
1.5165,0.04789016697365053
1.5265,0.04797381350458896
1.5356,0.04805748505777523
1.5417,0.04814120374416651
1.5425,0.04822526787645359
1.5456,0.04830933494576178
1.5484,0.04839348044713356
1.5506,0.04847767214636142
1.5514,0.04856188002766526
1.5515,0.04864611307861595
1.5585,0.048730506782999485
1.5601,0.04881490316848887
1.5675,0.04889934693309822
1.5682,0.0489839565451424
1.569,0.04906859645963494
1.5707,0.04915334298813681
1.573,0.0492381090180259
1.5732,0.04932288403990624
1.576,0.04940767314314147
1.5801,0.0494925208491503
1.5833,0.04957737509676516
1.5857,0.049662234454333945
1.5875,0.04974716386179454
1.5912,0.049832099064790504
1.5937,0.049917076460372904
1.6014,0.050002087815684125
1.6055,0.05008710439979438
1.6063,0.05017222702055907
1.6092,0.05025737814412418
1.6115,0.05034254992888691
1.6129,0.050427742391717566
1.6143,0.05051295305746623
1.6147,0.05059818599380289
1.6171,0.05068342023995043
1.6209,0.050768833439896806
1.6214,0.05085430053273654
1.6225,0.0510253323141968
1.6259,0.05111111140311567
1.6303,0.051196922842379915
1.6308,0.05128276009257098
1.6366,0.05136862972702547
1.639,0.051454529659254566
1.6448,0.05154046252024023
1.6451,0.051626410448171456
1.6509,0.05171238856552433
1.6578,0.051798444766475674
1.6652,0.05188451225721237
1.6677,0.05197062166115769
1.6692,0.05205676116437567
1.6733,0.05214290525695807
1.6737,0.05222906746286602
1.6768,0.052315290599429805
1.6777,0.052401536475918636
1.6799,0.05248785185004359
1.6806,0.052574356054199516
1.6812,0.05266087139196197
1.6834,0.05274742783518693
1.6848,0.052834114264749814
1.6871,0.05292090034392097
1.6905,0.053007922658987926
1.6965,0.05309497962432204
1.6969,0.05318208460475634
1.6975,0.05326922762991031
1.6999,0.053356468630724574
1.7067,0.053443730716564955
1.7092,0.05353099501086427
1.7128,0.05361828712570671
1.7185,0.05370558260454299
1.7205,0.05379292847065684
1.7226,0.05396762260166629
1.7238,0.054055037930814384
1.7296,0.05414249070809385
1.7314,0.05422997088256237
1.7394,0.05431750881386158
1.7446,0.05440508751054685
1.7609,0.054492668927724947
1.7619,0.05458052941916831
1.7626,0.054668437494692856
1.7679,0.05484432061943609
1.7749,0.05493229059101828
1.7789,0.05502031840261745
1.7797,0.05510839210203403
1.7812,0.0551966253750824
1.784,0.05528494903117676
1.7892,0.05537328168887974
1.7899,0.05546162223281663
1.7917,0.055549986076293884
1.7955,0.05563836266014156
1.7956,0.05572676787922188
1.8046,0.055815209741192626
1.8065,0.05590370069763829
1.8108,0.05599230087650542
1.8135,0.05608100926893908
1.8197,0.056169723105217624
1.8215,0.056258453805298994
1.8309,0.0563472034097022
1.837,0.05643599008575657
1.8379,0.05652482364997519
1.847,0.05661367804182987
1.8499,0.05670256759712413
1.8596,0.05679146846964169
1.8611,0.056880442678906636
1.8701,0.05696942575864154
1.8765,0.05705845592223915
1.8775,0.05714751454427704
1.8795,0.05723657949376328
1.8797,0.05732565849582782
1.8856,0.05741474721608071
1.8904,0.05750389262166729
1.8906,0.057593151432264594
1.8909,0.0576824722473981
1.8918,0.05777182641296165
1.8954,0.05786124584185901
1.8958,0.05795066877764089
1.9001,0.0580401011709526
1.9021,0.05812961875482092
1.905,0.058308679978937676
1.911,0.05839854005294679
1.9205,0.05848845019751081
1.9276,0.058578370938399606
1.9282,0.05866832680695499
1.933,0.05875829613623973
1.9367,0.05884827170184407
1.9444,0.0589382753834948
1.9456,0.05902829764803668
1.9494,0.059118465243451386
1.9531,0.05920866789801892
1.9571,0.05929890127966996
1.9574,0.059389219674865185
1.9578,0.05947989501979001
1.963,0.05957059298349299
1.9633,0.05975199494724035
1.966,0.0598427896122943
1.9663,0.0599336703121897
1.9675,0.06002456474872345
1.968,0.06011546081451842
1.9745,0.06020636474206376
1.9815,0.06029727510349688
1.9822,0.060388238755512455
1.9856,0.06047923678290352
1.9871,0.0605702716658359
1.9877,0.060661319427669835
1.989,0.06075238651829301
1.9907,0.0608435240110513
1.9911,0.0609346772359631
1.9974,0.06102587443125347
2.001,0.06111709215379921
2.0011,0.06120880536379012
2.0037,0.0613005462418963
2.0046,0.06139234690193603
2.0066,0.06148416101217167
2.0085,0.06157600892089888
2.0097,0.061667918265342084
2.0182,0.06175995447201882
2.0239,0.06194403298728212
2.0242,0.06203620479039615
2.0259,0.06212844055044354
2.0286,0.06222068297990266
2.0313,0.06231295472568113
2.0343,0.062405319278934765
2.0384,0.062497816861683174
2.0391,0.06259032731166109
2.0487,0.06268297526362819
2.0562,0.06277570132944722
2.0649,0.06286861854539498
2.0702,0.062961571098647
2.071,0.0630545418831979
2.0716,0.06314751349944753
2.0758,0.06324058123109158
2.0776,0.06333368363852701
2.0785,0.06342684311414833
2.0829,0.06352001020503048
2.09,0.06361343677896453
2.0911,0.0637068790527679
2.093,0.06380033744712886
2.0979,0.0638938358087725
2.0982,0.0639873902316553
2.0987,0.06408095040231834
2.1036,0.06417453998862155
2.1078,0.06426813287315357
2.1102,0.0643618090743341
2.1129,0.06445550405195608
2.1143,0.06454920399800464
2.1173,0.06464292130679482
2.1227,0.06473676441980061
2.1283,0.06483095896195207
2.1302,0.06492518685123101
2.1318,0.06501943557174263
2.143,0.06511387801950046
2.1435,0.06530322689601259
2.147,0.06539795839304992
2.1518,0.06549292675986701
2.1609,0.06558791835621855
2.161,0.06568297236028617
2.1682,0.06577809399995888
2.1708,0.06587333810467043
2.172,0.06606384050280069
2.174,0.06615936504071639
2.1871,0.06625503539020065
2.1895,0.06635072052423857
2.192,0.06644645656077676
2.1923,0.06654220517935362
2.1977,0.06663797061720322
2.199,0.06673377670289082
2.2103,0.06682959862791764
2.2104,0.0669254411143148
2.2115,0.06702128960614942
2.2127,0.06711728731693434
2.2205,0.06721340094160179
2.2207,0.06730961518725675
2.2275,0.0674059063891776
2.229,0.06750232166194667
2.2318,0.06759878106133033
2.232,0.0676953457604915
2.2357,0.06779192115364478
2.2395,0.06788852099997873
2.2546,0.06798515472303028
2.2553,0.06808179101980677
2.2588,0.06817848141747049
2.2593,0.06827532328312703
2.2597,0.0683721904146498
2.2692,0.06846908100485083
2.2732,0.06856605568937546
2.2752,0.06866313867938398
2.2757,0.06876025242436136
2.2769,0.06885761485687511
2.2786,0.06895499954438278
2.2825,0.0690524053095197
2.2853,0.06914986245681898
2.2868,0.06924733209735144
2.287,0.06934483148193417
2.2892,0.069442498457594
2.2903,0.06954020843296131
2.2928,0.06963792479946936
2.2952,0.06973572691069106
2.2957,0.06983353395325963
2.2969,0.06993154326620908
2.307,0.07002957157412389
2.3089,0.07012766240243476
2.3111,0.0702259478768817
2.3228,0.07032428259624578
2.3231,0.07042263547063032
2.3246,0.07052106401742202
2.3275,0.07061951433120522
2.3341,0.07071801439810968
2.3345,0.07081657020269821
2.3448,0.07091520010627589
2.3473,0.07101403774153596
2.3524,0.07111292739986083
2.3548,0.07121186503815799
2.3554,0.07131092615491721
2.3612,0.07141003191400283
2.3613,0.07150922065888966
2.3644,0.07160844177019494
2.3673,0.07170769561633338
2.3701,0.07180700792206579
2.3727,0.07190633924337243
2.3765,0.07200570341056571
2.3771,0.07210514120367108
2.3926,0.07220495829010548
2.3948,0.07230478881305746
2.3984,0.07240463786897565
2.3988,0.07250452974900498
2.3989,0.0726044565577369
2.4078,0.07270443260220166
2.4095,0.07280447467267226
2.4122,0.07290454816429813
2.4128,0.07300462815092168
2.415,0.07310471850756106
2.4172,0.07320481066315344
2.4219,0.07330496158142623
2.4239,0.07340515922019371
2.424,0.07350561233491955
2.4299,0.07360610555018839
2.4313,0.07370664174385658
2.433,0.07380721254865155
2.4342,0.0739078330965667
2.4362,0.07400847113982947
2.4422,0.07410911845602595
2.4435,0.07420979550990378
2.4454,0.07431052647212875
2.451,0.07441135722455623
2.452,0.07451225307502338
2.4538,0.07461317762354389
2.4548,0.07471411701379647
2.4599,0.07481514771885642
2.4667,0.07491632160693366
2.4683,0.07501757347187488
2.4684,0.0752201187480793
2.4716,0.0753214269687639
2.4793,0.0754227385593604
2.4845,0.0755240542559451
2.4865,0.07562538000208527
2.4922,0.07572672118372586
2.4929,0.07582806387599073
2.4984,0.07592944319750798
2.4993,0.07603092246835184
2.5019,0.07613263879845589
2.5079,0.07623437655556764
2.5127,0.07633614848440987
2.5155,0.07643799585697629
2.5186,0.07653990631311379
2.5281,0.07664191665202992
2.5302,0.07674394292258717
2.5351,0.07684599949841771
2.5403,0.07694817553163909
2.5425,0.077050417212107
2.544,0.07715270860869886
2.5441,0.07725501372599741
2.5454,0.0773574492752337
2.5466,0.07745995973011446
2.5495,0.07756253770589512
2.5585,0.07766513813925083
2.5587,0.07776782211708526
2.5593,0.07787052289228753
2.5612,0.07797329379594745
2.564,0.07807609429375707
2.5704,0.07817901085534845
2.5714,0.07828201533683544
2.5734,0.07838503485580242
2.5746,0.07848808754406371
2.5771,0.07859115277263791
2.5774,0.07869423264128671
2.5804,0.0787974005354175
2.5814,0.07890060656192437
2.5867,0.07900386864234418
2.5936,0.07910714334262477
2.5938,0.07921045315021988
2.5979,0.07931378738372145
2.604,0.0794171228788268
2.6083,0.07952046759512069
2.6098,0.07962384979735189
2.61,0.0797273180897229
2.6185,0.07983083183681687
2.6227,0.0799343682368064
2.625,0.08003792367743309
2.6307,0.0801414873561307
2.6351,0.08024511874039579
2.6368,0.08034877179640534
2.6418,0.08045244491322133
2.6435,0.08055612018407955
2.648,0.0806598139322763
2.6529,0.08076358222607523
2.6531,0.08086735455510147
2.6536,0.08097136369317079
2.6608,0.08107545154234844
2.6667,0.08117955379234044
2.6727,0.08128368190391062
2.6778,0.08138793923879804
2.6783,0.08149242455373355
2.6863,0.08159695656258645
2.688,0.08170151667995977
2.6965,0.08180608651552039
