Row_Index,Event_Time,Feature,Scaled_Schoenfeld_Residual
363,0.3264,auto_renew_flag,-1.4735818988209741
646,0.3265,auto_renew_flag,-1.4511680772402304
7064,0.3322,auto_renew_flag,0.6269139160796097
5828,0.3357,auto_renew_flag,0.5001908750283305
3880,0.3412,auto_renew_flag,0.47468054457570613
3088,0.3413,auto_renew_flag,-1.375254037505362
368,0.342,auto_renew_flag,0.585635610009578
3637,0.3433,auto_renew_flag,-1.421716571325686
2626,0.3435,auto_renew_flag,0.4861157172856665
491,0.3441,auto_renew_flag,0.5584689903419234
1470,0.3481,auto_renew_flag,0.49793160001030007
3551,0.3481,auto_renew_flag,0.6252414814362408
6259,0.3495,auto_renew_flag,0.43203891826916685
6837,0.3499,auto_renew_flag,-1.3715402987257521
1581,0.3554,auto_renew_flag,-1.4266337831968923
4340,0.3554,auto_renew_flag,0.5619511720945982
4807,0.3561,auto_renew_flag,0.45508422040619056
6191,0.3567,auto_renew_flag,0.5005558121036706
1031,0.3582,auto_renew_flag,0.6449868114509342
2432,0.3636,auto_renew_flag,-1.426718902047738
5416,0.3683,auto_renew_flag,-1.5524873576114857
1046,0.3737,auto_renew_flag,-1.3614889742182215
2219,0.3787,auto_renew_flag,-1.468783822417688
1213,0.3797,auto_renew_flag,0.6034204246452218
499,0.3821,auto_renew_flag,0.6650758509521432
2912,0.3824,auto_renew_flag,0.5572197872986282
4244,0.3839,auto_renew_flag,-1.5056192494358178
5234,0.3859,auto_renew_flag,-1.3814213962403983
3044,0.3862,auto_renew_flag,-1.4335324313425615
6152,0.3871,auto_renew_flag,0.5022018926541606
3738,0.3872,auto_renew_flag,0.5104687538171767
3917,0.3875,auto_renew_flag,0.5883962743183732
2249,0.388,auto_renew_flag,0.4971503654536341
6737,0.3884,auto_renew_flag,0.5385034356210362
3569,0.3898,auto_renew_flag,0.5533364587194265
4961,0.3898,auto_renew_flag,-1.3460983974999134
7196,0.3902,auto_renew_flag,0.5078265758034075
6958,0.3909,auto_renew_flag,-1.3623891712192244
7396,0.4002,auto_renew_flag,-1.4346191946602111
4303,0.4015,auto_renew_flag,0.5459992039991768
3591,0.4018,auto_renew_flag,0.35938120575132737
3748,0.4054,auto_renew_flag,0.5458311513377148
7274,0.4064,auto_renew_flag,0.5102256006789151
1534,0.4071,auto_renew_flag,0.5508222604252395
3896,0.4072,auto_renew_flag,-1.4657572103644054
6523,0.4078,auto_renew_flag,0.6252176640830702
6617,0.4092,auto_renew_flag,-1.481545730418415
7265,0.4092,auto_renew_flag,-1.5731101720068055
1786,0.4097,auto_renew_flag,0.4908608012053459
2851,0.4144,auto_renew_flag,-1.3993738927349548
4371,0.4158,auto_renew_flag,-1.4364700627847395
1687,0.4175,auto_renew_flag,0.5394533542200083
5757,0.4202,auto_renew_flag,0.5623442970855806
973,0.4241,auto_renew_flag,-1.5610229347867706
5328,0.4308,auto_renew_flag,-1.5354074375331208
804,0.433,auto_renew_flag,-1.3976342193874376
2986,0.4344,auto_renew_flag,0.2666175611795826
966,0.4351,auto_renew_flag,-1.5848856093131243
2574,0.4352,auto_renew_flag,0.503729784881308
4521,0.4373,auto_renew_flag,0.5374610456042669
6529,0.4383,auto_renew_flag,0.5647016844739072
3944,0.4398,auto_renew_flag,0.5752577050218258
708,0.44,auto_renew_flag,0.578251029973822
3424,0.4422,auto_renew_flag,0.5793657618976596
790,0.4427,auto_renew_flag,0.5510516227738689
1349,0.4503,auto_renew_flag,0.5980731982635142
3557,0.4513,auto_renew_flag,0.5260406049764548
3066,0.452,auto_renew_flag,-1.4886416991439797
6596,0.4531,auto_renew_flag,0.49252025864720395
7278,0.4612,auto_renew_flag,-1.4509038247224777
3028,0.4621,auto_renew_flag,-1.5502116434819315
6153,0.4623,auto_renew_flag,-1.4915781119122458
1300,0.4658,auto_renew_flag,0.5534858539909226
4038,0.4662,auto_renew_flag,0.6208681044727489
699,0.468,auto_renew_flag,0.49710402004186977
6882,0.4705,auto_renew_flag,0.48943183869115464
6694,0.4711,auto_renew_flag,0.5337410719817827
2720,0.4719,auto_renew_flag,0.5738944491309993
4011,0.4773,auto_renew_flag,-1.472550401145307
4383,0.4775,auto_renew_flag,0.5546199188808858
3236,0.478,auto_renew_flag,0.45369751552059756
6129,0.4803,auto_renew_flag,0.5402296350534471
3086,0.4822,auto_renew_flag,-1.4528117217451468
4127,0.4872,auto_renew_flag,-1.4874108357373466
4704,0.488,auto_renew_flag,-1.4529727588297416
5932,0.4886,auto_renew_flag,-1.4900131655785793
5036,0.4891,auto_renew_flag,-1.5856262240314913
7337,0.4891,auto_renew_flag,0.5357860754191581
1554,0.4895,auto_renew_flag,0.5422917253777148
6986,0.4927,auto_renew_flag,0.46612174826973146
7173,0.4986,auto_renew_flag,0.6053395612278042
3309,0.5003,auto_renew_flag,0.49980108876933815
5853,0.5029,auto_renew_flag,-1.4975323375542278
2330,0.504,auto_renew_flag,0.47053298402343025
1930,0.5066,auto_renew_flag,0.4763354943568792
3259,0.5092,auto_renew_flag,0.5064072818316613
7203,0.5092,auto_renew_flag,-1.4836510902717996
4700,0.51,auto_renew_flag,0.4803911707252243
721,0.5101,auto_renew_flag,0.49722621289497787
4962,0.5101,auto_renew_flag,0.6099417613684682
1593,0.5126,auto_renew_flag,-1.4667400084133455
5072,0.5137,auto_renew_flag,0.5028809429584397
468,0.5138,auto_renew_flag,-1.5490473403259473
1163,0.5225,auto_renew_flag,0.5372169090634152
2000,0.5284,auto_renew_flag,0.3786451394857015
4353,0.54,auto_renew_flag,0.5742506129320855
2289,0.5438,auto_renew_flag,0.4946705749619277
6030,0.5472,auto_renew_flag,-1.5576455854044322
4561,0.5481,auto_renew_flag,0.6012202157542614
4188,0.5491,auto_renew_flag,-1.3983056218421903
168,0.5492,auto_renew_flag,0.5783378845944257
557,0.5523,auto_renew_flag,-1.4441186152573675
3529,0.5523,auto_renew_flag,0.41299036093259023
6306,0.5535,auto_renew_flag,-1.439751775628927
5877,0.5557,auto_renew_flag,0.46763001602265386
5788,0.5566,auto_renew_flag,0.45059284173526587
5881,0.5599,auto_renew_flag,0.4278187893902331
2430,0.5608,auto_renew_flag,0.472879728378819
4396,0.5617,auto_renew_flag,0.5830585896640451
4749,0.5617,auto_renew_flag,0.4716976108691921
5610,0.5648,auto_renew_flag,0.49273218157971
5134,0.5649,auto_renew_flag,0.5059970372327296
6193,0.5657,auto_renew_flag,-1.4766818213992134
321,0.5672,auto_renew_flag,-1.5378069931107068
3128,0.5693,auto_renew_flag,0.42066102130158306
5825,0.5707,auto_renew_flag,0.571382617231766
6863,0.5708,auto_renew_flag,0.5533954143921959
1133,0.5721,auto_renew_flag,0.5324410538847675
3282,0.5742,auto_renew_flag,0.658759360864497
5722,0.5786,auto_renew_flag,0.5147147255280508
4415,0.582,auto_renew_flag,0.434646028921183
1891,0.5854,auto_renew_flag,0.41581481694467776
4897,0.5866,auto_renew_flag,0.5667827410964494
5028,0.588,auto_renew_flag,-1.671121753064384
2106,0.5884,auto_renew_flag,0.5928496540157878
6009,0.5884,auto_renew_flag,0.5539271265620024
5688,0.5894,auto_renew_flag,0.4880621255704465
3277,0.5937,auto_renew_flag,0.5137202664048444
1137,0.5969,auto_renew_flag,0.5304677479935334
7022,0.5979,auto_renew_flag,-1.4751218083009385
5256,0.6006,auto_renew_flag,0.5088448585197646
5624,0.6006,auto_renew_flag,0.4483856489142896
2110,0.6014,auto_renew_flag,0.44949979106008786
1028,0.6034,auto_renew_flag,0.5950581174389915
5297,0.6068,auto_renew_flag,-1.5071511781954208
4020,0.6088,auto_renew_flag,0.5164755888486036
3585,0.6131,auto_renew_flag,0.4583989858863207
5950,0.6151,auto_renew_flag,-1.5229637435856165
1825,0.6198,auto_renew_flag,0.5716519373528312
1451,0.6214,auto_renew_flag,0.47806491152323
469,0.6238,auto_renew_flag,-1.490306482247675
5252,0.6238,auto_renew_flag,-1.4893116138394398
1230,0.6272,auto_renew_flag,-1.6310281670516802
2434,0.6283,auto_renew_flag,0.5159461185754605
7420,0.6301,auto_renew_flag,0.4722777710927259
5137,0.6307,auto_renew_flag,0.5534843455413032
124,0.6315,auto_renew_flag,0.5843187371038666
1068,0.6354,auto_renew_flag,0.3150339318039498
4590,0.6357,auto_renew_flag,-1.4844490500782945
7303,0.6372,auto_renew_flag,0.5268399887669317
7389,0.6376,auto_renew_flag,0.48030451377548705
6866,0.639,auto_renew_flag,0.5620807557468425
6567,0.6392,auto_renew_flag,0.5064655589119113
3945,0.6415,auto_renew_flag,-1.4335679013627853
1791,0.6422,auto_renew_flag,-1.5061836883800523
283,0.6451,auto_renew_flag,0.5687572034563501
6777,0.6458,auto_renew_flag,-1.5094819115652585
1004,0.6462,auto_renew_flag,0.2280083610544399
4595,0.647,auto_renew_flag,-1.5941532886009546
3840,0.6475,auto_renew_flag,0.4952213812668245
6581,0.6482,auto_renew_flag,-1.6370989698802458
6769,0.6516,auto_renew_flag,-1.539857609392674
3852,0.6585,auto_renew_flag,0.47327652991712815
392,0.6606,auto_renew_flag,0.5560399963743883
1259,0.6611,auto_renew_flag,0.4904941376508573
5611,0.6633,auto_renew_flag,-1.5616642427950334
4140,0.666,auto_renew_flag,-1.5724610310165739
999,0.671,auto_renew_flag,0.5385336018416581
5177,0.6734,auto_renew_flag,0.5386696030515108
6528,0.6746,auto_renew_flag,0.33271908834063374
4457,0.6763,auto_renew_flag,-1.640884555839117
5444,0.6786,auto_renew_flag,0.22473577416711277
493,0.6794,auto_renew_flag,-1.5729507168360144
2517,0.6798,auto_renew_flag,-1.5254712433452668
737,0.6803,auto_renew_flag,-1.620175135345905
3955,0.6835,auto_renew_flag,0.4426984333735503
5677,0.6837,auto_renew_flag,0.4595223186817285
4407,0.6854,auto_renew_flag,-1.501966707051593
73,0.6873,auto_renew_flag,0.5267486411745519
2552,0.6912,auto_renew_flag,0.45552061834760604
7446,0.7003,auto_renew_flag,0.3104138406664303
5039,0.7006,auto_renew_flag,0.5451246852966948
6270,0.7027,auto_renew_flag,0.4232812788644717
7488,0.7035,auto_renew_flag,-1.4955160206814606
4783,0.7053,auto_renew_flag,0.44684503451630103
3275,0.7068,auto_renew_flag,-1.6287955483076366
2006,0.7071,auto_renew_flag,0.4191109990876217
2499,0.709,auto_renew_flag,0.41464103621284837
1571,0.7133,auto_renew_flag,0.4125122902186188
1251,0.7174,auto_renew_flag,0.3474096421172527
7482,0.7219,auto_renew_flag,0.4294535021565144
5572,0.7226,auto_renew_flag,0.44449854594024163
6053,0.7227,auto_renew_flag,0.44912954634018715
365,0.7233,auto_renew_flag,0.4612801505209227
3004,0.7239,auto_renew_flag,0.268406515380205
3643,0.7243,auto_renew_flag,0.4665556514956835
2790,0.7269,auto_renew_flag,0.37216778496233793
2651,0.7281,auto_renew_flag,0.4796959603434933
6763,0.7284,auto_renew_flag,0.3829243488601108
3203,0.7319,auto_renew_flag,0.3572639635268433
6944,0.7319,auto_renew_flag,0.4179911976952665
2028,0.7358,auto_renew_flag,0.4896456139286644
5915,0.7383,auto_renew_flag,0.5195757149234006
6686,0.7431,auto_renew_flag,0.4169465706182248
5505,0.7432,auto_renew_flag,0.6044739741341619
3218,0.7444,auto_renew_flag,0.43445897545841505
1854,0.7454,auto_renew_flag,0.3579990210805906
6160,0.746,auto_renew_flag,0.4870410528436865
2030,0.7467,auto_renew_flag,-1.4578853889981056
268,0.7482,auto_renew_flag,0.5935407949633137
255,0.7507,auto_renew_flag,0.4106658119865479
4532,0.7519,auto_renew_flag,0.45880790983418496
3577,0.7533,auto_renew_flag,0.5360206242368211
6571,0.7557,auto_renew_flag,0.4399991944265803
4450,0.7561,auto_renew_flag,0.4564176080979042
1372,0.757,auto_renew_flag,-1.5885395838230714
6664,0.7579,auto_renew_flag,-1.4467299939717693
2013,0.7613,auto_renew_flag,-1.5025303078818708
1010,0.7642,auto_renew_flag,0.43930627015953516
3675,0.7642,auto_renew_flag,0.521362739943667
60,0.7672,auto_renew_flag,0.2982221088838428
4116,0.7687,auto_renew_flag,0.4027718389757462
1440,0.7689,auto_renew_flag,-1.497402382508926
4570,0.7698,auto_renew_flag,0.5203450131003169
5051,0.7706,auto_renew_flag,0.47015732810271355
4434,0.7713,auto_renew_flag,-1.643522659513452
1085,0.7752,auto_renew_flag,0.3292130404371551
7465,0.7756,auto_renew_flag,-1.6068622261653844
6916,0.7757,auto_renew_flag,0.387508402256111
3502,0.7758,auto_renew_flag,-1.566821942665437
6407,0.7773,auto_renew_flag,0.46158979900316
5482,0.7792,auto_renew_flag,0.5080558434871414
4980,0.7811,auto_renew_flag,-1.560883911296847
372,0.7822,auto_renew_flag,0.43982925011089175
5668,0.7823,auto_renew_flag,0.44637268806901825
2002,0.7843,auto_renew_flag,0.4846559977379736
3493,0.7864,auto_renew_flag,-1.5195830782599047
3416,0.7873,auto_renew_flag,-1.4660426157678952
1627,0.788,auto_renew_flag,0.5297792303672786
1370,0.7882,auto_renew_flag,0.380911853415591
1492,0.7927,auto_renew_flag,0.6744891781603525
3915,0.7962,auto_renew_flag,-1.609363071274303
563,0.8002,auto_renew_flag,0.42324512146500876
1740,0.8004,auto_renew_flag,-1.6377095267100157
905,0.8006,auto_renew_flag,0.4751933340678396
2518,0.8012,auto_renew_flag,-1.6002232351062902
104,0.8028,auto_renew_flag,0.41950320874151237
3115,0.8032,auto_renew_flag,-1.530517277911063
899,0.8048,auto_renew_flag,0.3254304134963737
4349,0.8071,auto_renew_flag,0.48924153656502317
3826,0.8075,auto_renew_flag,0.39963287698473166
3736,0.8117,auto_renew_flag,0.44444374144151727
6961,0.8138,auto_renew_flag,0.4451320748013298
5637,0.8223,auto_renew_flag,0.47174777053296724
4329,0.8232,auto_renew_flag,0.4178153486382367
3530,0.8245,auto_renew_flag,0.5308606417741057
7281,0.8284,auto_renew_flag,0.3623294140693116
5475,0.829,auto_renew_flag,-1.5473009949459615
1651,0.8293,auto_renew_flag,0.4834916695510969
1292,0.831,auto_renew_flag,0.42277332141341506
2764,0.8321,auto_renew_flag,0.5026475474014155
7412,0.8372,auto_renew_flag,0.5030575037840115
4097,0.8377,auto_renew_flag,0.4093893988339755
667,0.8468,auto_renew_flag,0.41118853083018847
2664,0.8526,auto_renew_flag,0.5321168970267599
5164,0.854,auto_renew_flag,0.35517857486287874
7078,0.8544,auto_renew_flag,0.5302209157232879
5329,0.8604,auto_renew_flag,0.4553811978610668
5498,0.8653,auto_renew_flag,0.37216241234718855
2992,0.8685,auto_renew_flag,-1.5291370206722281
1548,0.8686,auto_renew_flag,0.41729146640701525
4544,0.869,auto_renew_flag,0.4584966908097911
2547,0.8775,auto_renew_flag,0.5016311659730717
1076,0.8793,auto_renew_flag,0.5083774629133588
4369,0.8828,auto_renew_flag,0.48731105382721446
1751,0.8829,auto_renew_flag,0.5490807316010778
1466,0.8842,auto_renew_flag,0.43845594830353096
3223,0.8843,auto_renew_flag,0.3900221185453752
3887,0.8856,auto_renew_flag,0.49464066003791757
5835,0.8865,auto_renew_flag,-1.5541331485374297
2263,0.8875,auto_renew_flag,-1.527637457466409
6621,0.8876,auto_renew_flag,0.34990991016391076
1034,0.8881,auto_renew_flag,0.5230734150844644
2398,0.8897,auto_renew_flag,0.42237462552727145
3923,0.8897,auto_renew_flag,-1.629291571094554
2902,0.8906,auto_renew_flag,-1.4906552889970026
7090,0.891,auto_renew_flag,0.46522913717730485
3245,0.8942,auto_renew_flag,0.483206823460028
613,0.8947,auto_renew_flag,0.42374025690958605
4070,0.8977,auto_renew_flag,0.6368463553533059
6181,0.899,auto_renew_flag,0.434758590667664
7039,0.8999,auto_renew_flag,-1.53959823003082
2831,0.9002,auto_renew_flag,0.4255053386658019
7309,0.9004,auto_renew_flag,0.5219328122750739
5251,0.9048,auto_renew_flag,0.5544057633401268
21,0.9061,auto_renew_flag,0.3274175454596464
3841,0.9101,auto_renew_flag,-1.4603557400772578
4815,0.9118,auto_renew_flag,0.5134013535619804
7202,0.9136,auto_renew_flag,0.47499612956952336
6221,0.9144,auto_renew_flag,0.47489288987813827
2026,0.9182,auto_renew_flag,-1.6290678869124275
447,0.919,auto_renew_flag,0.44184819770373057
3925,0.9194,auto_renew_flag,0.5176452722895664
4441,0.9255,auto_renew_flag,0.5443505926621518
6979,0.926,auto_renew_flag,-1.5228859319428723
6365,0.9296,auto_renew_flag,-1.5290443071098958
7385,0.93,auto_renew_flag,0.49982028110796783
4791,0.9368,auto_renew_flag,0.40290968984611747
1636,0.9374,auto_renew_flag,-1.4723416378345562
1446,0.9393,auto_renew_flag,0.31724375628304896
4240,0.9415,auto_renew_flag,0.49332480160659364
7254,0.9425,auto_renew_flag,-1.6317025476827172
