customer_id,Segment_ID,Persona,Risk_Tier,Partial_Hazard,Risk_Percentile,onboarding_completion,monthly_active_days,product_adoption_count,support_tickets_90d,support_resolution_days,service_incidents_90d,tenure_at_start,auto_renew_flag
CUST-0000324,2,Low-Engagement Risk,High Risk (Top 25%),6.308492839390948,0.8990666666666667,0.592458,8.689,1,0,1.6889,1,13.003,0
CUST-0000326,2,Low-Engagement Risk,High Risk (Top 25%),4.071914123935726,0.8396,0.280472,14.2094,5,1,3.7647,0,9.6959,1
CUST-0000327,2,Low-Engagement Risk,High Risk (Top 25%),14.99733091276924,0.9629333333333333,0.301297,13.4937,2,2,2.887,1,7.0172,0
CUST-0000330,2,Low-Engagement Risk,High Risk (Top 25%),5.586356366669997,0.8854666666666666,0.466033,15.5156,1,4,3.2364,0,20.8823,1
CUST-0000336,2,Low-Engagement Risk,High Risk (Top 25%),59.22724554941551,0.9958666666666667,0.195286,9.4994,1,5,3.1963,0,12.3962,0
CUST-0000337,2,Low-Engagement Risk,High Risk (Top 25%),4.638100444972982,0.8622666666666666,0.646443,14.1349,1,0,3.2618,1,7.1218,0
CUST-0000349,0,Service-Friction Risk,High Risk (Top 25%),21.581280779667512,0.9768,0.369504,14.4737,1,2,3.0523,2,6.8684,0
CUST-0000359,0,Service-Friction Risk,High Risk (Top 25%),6.801696803573712,0.9078666666666667,0.553485,13.3675,1,5,2.6964,1,14.9956,1
CUST-0000363,2,Low-Engagement Risk,High Risk (Top 25%),17.920807941171837,0.9702666666666667,0.176528,13.1289,3,1,1.7278,1,0.7263,0
CUST-0000364,2,Low-Engagement Risk,High Risk (Top 25%),21.591682843985865,0.9769333333333333,0.367069,13.5062,2,2,4.9269,1,13.0341,0
CUST-0000369,2,Low-Engagement Risk,High Risk (Top 25%),7.325093715884553,0.9156,0.491419,13.4624,1,3,3.7027,1,12.3594,1
CUST-0000384,2,Low-Engagement Risk,High Risk (Top 25%),7.84183721269617,0.9208,0.346337,8.4687,4,1,5.0909,0,8.4504,1
CUST-0000393,2,Low-Engagement Risk,High Risk (Top 25%),2.9008062588982066,0.7776,0.320567,12.3588,3,0,0.25,0,8.2316,1
CUST-0000399,0,Service-Friction Risk,High Risk (Top 25%),8.386195552228918,0.9277333333333333,0.456261,12.975,4,3,4.0999,2,5.7214,1
CUST-0000400,2,Low-Engagement Risk,High Risk (Top 25%),4.4520672680633195,0.8557333333333333,0.52363,10.1385,2,2,3.1389,0,8.2586,1
CUST-0000401,0,Service-Friction Risk,High Risk (Top 25%),3.9132496312107277,0.8338666666666666,0.685475,15.455,1,3,5.4833,0,9.5039,1
CUST-0000404,2,Low-Engagement Risk,High Risk (Top 25%),4.2010361736191,0.8454666666666667,0.50112,11.1209,2,2,1.7305,1,8.8482,1
CUST-0000405,0,Service-Friction Risk,High Risk (Top 25%),3.377888482571462,0.8066666666666666,0.55898,17.8272,3,5,4.301,0,19.0358,1
CUST-0000415,2,Low-Engagement Risk,High Risk (Top 25%),8.072764057415338,0.9229333333333334,0.445451,13.2157,1,2,5.6834,0,12.9062,1
CUST-0000423,2,Low-Engagement Risk,High Risk (Top 25%),8.950075623758961,0.9317333333333333,0.249143,10.6677,6,3,2.5071,1,1.0241,1
CUST-0000437,0,Service-Friction Risk,High Risk (Top 25%),26.70763392145045,0.9852,0.282925,13.5494,2,6,4.4816,0,7.7952,1
CUST-0000438,2,Low-Engagement Risk,High Risk (Top 25%),3.464368812818296,0.812,0.627905,5.8227,4,2,1.6776,1,2.6739,1
CUST-0000440,0,Service-Friction Risk,High Risk (Top 25%),5.668879275953101,0.8870666666666667,0.502961,15.0713,2,2,3.5101,2,5.1899,1
CUST-0000441,2,Low-Engagement Risk,High Risk (Top 25%),4.1528628126515486,0.8433333333333334,0.35264,10.3491,2,1,0.9619,1,9.5835,1
CUST-0000444,0,Service-Friction Risk,High Risk (Top 25%),4.445562451975475,0.8552,0.680427,16.0424,3,4,5.3197,1,10.4102,1
CUST-0000448,0,Service-Friction Risk,High Risk (Top 25%),8.298410009207242,0.9264,0.467217,14.2424,2,4,3.0715,2,15.6546,1
CUST-0000455,2,Low-Engagement Risk,High Risk (Top 25%),4.306908756179415,0.8497333333333333,0.50374,15.6748,2,0,0.5311,1,6.7746,0
CUST-0000469,0,Service-Friction Risk,High Risk (Top 25%),16.998328089492784,0.968,0.523375,14.1188,4,5,3.0796,2,4.7572,0
CUST-0000470,0,Service-Friction Risk,High Risk (Top 25%),40.633632684678595,0.9917333333333334,0.393718,10.0544,1,2,5.3682,2,9.9456,0
CUST-0000472,0,Service-Friction Risk,High Risk (Top 25%),6.072385265304697,0.8948,0.631935,15.9202,3,4,4.6166,2,4.0722,1
CUST-0000474,0,Service-Friction Risk,High Risk (Top 25%),7.469199420492287,0.9168,0.652289,19.2415,4,3,6.5928,1,10.3141,0
CUST-0000476,0,Service-Friction Risk,High Risk (Top 25%),3.9988239859800894,0.8369333333333333,0.63386,17.1677,2,3,6.5336,0,20.0146,1
CUST-0000477,0,Service-Friction Risk,High Risk (Top 25%),3.29050165982121,0.8016,0.724665,10.2724,1,2,2.6782,2,8.0937,1
CUST-0000482,0,Service-Friction Risk,High Risk (Top 25%),12.306552289229398,0.9526666666666667,0.631543,19.4943,3,4,9.6981,1,11.7086,1
CUST-0000484,2,Low-Engagement Risk,High Risk (Top 25%),2.7551777856617057,0.7668,0.400035,23.4368,1,1,2.398,1,6.0577,1
CUST-0000489,2,Low-Engagement Risk,High Risk (Top 25%),5.6923354810853075,0.8876,0.50503,8.783,1,1,4.91,0,16.0303,1
CUST-0000490,0,Service-Friction Risk,High Risk (Top 25%),3.6591588627741656,0.8237333333333333,0.524442,16.7282,7,5,4.7766,0,11.8554,1
CUST-0000492,0,Service-Friction Risk,High Risk (Top 25%),7.234981162026253,0.9145333333333333,0.699245,12.485,2,4,4.6957,2,3.2398,1
CUST-0000493,2,Low-Engagement Risk,High Risk (Top 25%),5.672815975765015,0.8872,0.34932,13.3612,1,2,1.2045,1,13.324,1
CUST-0000494,0,Service-Friction Risk,High Risk (Top 25%),55.958691483417944,0.9954666666666667,0.448265,16.7873,1,6,6.0602,0,7.8283,0
CUST-0000495,2,Low-Engagement Risk,High Risk (Top 25%),8.600705846483045,0.93,0.468849,8.9308,2,2,1.3108,1,12.6648,0
CUST-0000498,2,Low-Engagement Risk,High Risk (Top 25%),20.534422850069767,0.9748,0.250825,12.9269,1,2,6.3728,1,14.1967,1
CUST-0000500,2,Low-Engagement Risk,High Risk (Top 25%),7.023837589401565,0.9109333333333334,0.538527,7.1003,2,3,3.1854,0,3.6443,1
CUST-0000504,2,Low-Engagement Risk,High Risk (Top 25%),3.638895723968933,0.8221333333333334,0.317065,15.2818,4,3,1.5353,0,11.6008,1
CUST-0000507,2,Low-Engagement Risk,High Risk (Top 25%),3.939124769276959,0.8345333333333333,0.423326,13.7962,3,1,2.4066,1,3.1811,1
CUST-0000509,2,Low-Engagement Risk,High Risk (Top 25%),5.349666293385509,0.8804,0.442536,9.8094,3,1,3.2827,1,9.6881,1
CUST-0000512,0,Service-Friction Risk,High Risk (Top 25%),3.5552491223400393,0.8168,0.366513,15.6008,3,1,1.2197,3,12.7975,1
CUST-0000521,2,Low-Engagement Risk,High Risk (Top 25%),9.625452789469312,0.9376,0.485231,12.9676,2,3,3.2034,1,20.8064,0
CUST-0000525,2,Low-Engagement Risk,High Risk (Top 25%),3.425899050974131,0.8088,0.509817,14.8159,4,2,3.4616,1,4.3745,1
CUST-0000526,0,Service-Friction Risk,High Risk (Top 25%),2.8113320850209877,0.7706666666666667,0.730428,14.4162,2,0,8.3713,2,9.7265,1
CUST-0000527,2,Low-Engagement Risk,High Risk (Top 25%),4.651380528428552,0.8625333333333334,0.602776,13.6562,2,2,3.8327,1,33.511,0
CUST-0000530,0,Service-Friction Risk,High Risk (Top 25%),3.601105182637559,0.8194666666666667,0.433168,20.4549,2,2,2.1183,2,6.8335,1
CUST-0000539,2,Low-Engagement Risk,High Risk (Top 25%),7.742415300522942,0.9197333333333333,0.489208,6.5402,2,1,7.0096,0,25.8979,1
CUST-0000553,2,Low-Engagement Risk,High Risk (Top 25%),2.7450764910821057,0.766,0.462554,10.1374,4,1,1.4999,0,6.6369,1
CUST-0000557,2,Low-Engagement Risk,High Risk (Top 25%),2.6090688106070026,0.7565333333333333,0.8209,14.2149,2,3,2.9443,0,13.6726,0
CUST-0000558,2,Low-Engagement Risk,High Risk (Top 25%),13.164194656362717,0.9565333333333333,0.342571,12.8485,1,2,2.063,0,12.5846,0
CUST-0000561,2,Low-Engagement Risk,High Risk (Top 25%),25.28981731322375,0.9842666666666666,0.114445,9.6187,2,0,3.5823,0,5.1768,0
CUST-0000564,0,Service-Friction Risk,High Risk (Top 25%),2.9710645710282293,0.7830666666666667,0.741783,15.202,1,2,3.9403,3,19.0535,1
CUST-0000565,2,Low-Engagement Risk,High Risk (Top 25%),3.1871380943190655,0.7956,0.496806,17.4515,4,2,1.436,0,13.7883,0
CUST-0000566,2,Low-Engagement Risk,High Risk (Top 25%),3.3843254721544334,0.8069333333333333,0.397335,17.7256,2,0,3.7771,1,8.1236,1
CUST-0000571,0,Service-Friction Risk,High Risk (Top 25%),3.9451363513366644,0.8352,0.587317,15.4159,1,1,3.7743,3,21.6751,1
CUST-0000586,2,Low-Engagement Risk,High Risk (Top 25%),3.7226757618305246,0.8261333333333334,0.609556,8.6,2,1,4.3088,0,4.9375,1
CUST-0000590,0,Service-Friction Risk,High Risk (Top 25%),5.042683624428231,0.8736,0.827794,14.0129,5,3,9.7683,2,15.9363,1
CUST-0000592,0,Service-Friction Risk,High Risk (Top 25%),2.5396354524331333,0.7514666666666666,0.688906,20.4304,4,3,4.2635,3,3.9983,1
CUST-0000595,2,Low-Engagement Risk,High Risk (Top 25%),10.912972919124659,0.9458666666666666,0.444197,7.4245,1,4,3.2303,0,18.0891,1
CUST-0000610,0,Service-Friction Risk,High Risk (Top 25%),3.8531461956569393,0.8313333333333334,0.674822,16.44,4,3,7.1624,1,18.8185,1
CUST-0000611,2,Low-Engagement Risk,High Risk (Top 25%),4.209265122414044,0.846,0.445896,10.9862,1,2,1.1283,0,8.1456,1
CUST-0000613,2,Low-Engagement Risk,High Risk (Top 25%),8.375309563128859,0.9274666666666667,0.474965,8.4119,1,3,3.7466,1,14.7445,1
CUST-0000614,0,Service-Friction Risk,High Risk (Top 25%),3.674536552888246,0.8248,0.664006,14.9571,2,4,3.5753,2,10.39,1
CUST-0000620,2,Low-Engagement Risk,High Risk (Top 25%),3.757104091636068,0.8274666666666667,0.361697,14.3072,2,1,0.9879,1,12.1816,1
CUST-0000621,0,Service-Friction Risk,High Risk (Top 25%),6.644317702722463,0.9053333333333333,0.517508,15.766,3,2,2.6629,2,5.5232,0
CUST-0000626,0,Service-Friction Risk,High Risk (Top 25%),4.142677384949911,0.8428,0.465698,14.4855,7,2,5.6105,1,2.0608,1
CUST-0000631,2,Low-Engagement Risk,High Risk (Top 25%),2.763617440466494,0.7677333333333334,0.552306,7.8755,5,4,2.0153,0,15.6602,1
CUST-0000633,0,Service-Friction Risk,High Risk (Top 25%),21.284151307718236,0.9758666666666667,0.607996,12.6939,2,4,4.3226,2,2.1409,0
CUST-0000635,0,Service-Friction Risk,High Risk (Top 25%),5.405185080649463,0.8818666666666667,0.497249,16.4751,2,0,9.2258,1,6.359,1
CUST-0000647,2,Low-Engagement Risk,High Risk (Top 25%),14.926261795613952,0.9624,0.499954,10.579,3,2,4.37,1,7.41,0
CUST-0000649,2,Low-Engagement Risk,High Risk (Top 25%),11.304842298284033,0.9482666666666667,0.376914,10.9089,2,2,1.8882,0,14.4443,0
CUST-0000650,0,Service-Friction Risk,High Risk (Top 25%),4.5839854658243135,0.8604,0.815242,22.0189,3,4,6.1865,5,11.89,1
CUST-0000651,2,Low-Engagement Risk,High Risk (Top 25%),2.978166584302803,0.7837333333333333,0.426608,12.5344,2,1,1.1001,0,9.5212,1
CUST-0000653,0,Service-Friction Risk,High Risk (Top 25%),10.01458687934041,0.9412,0.530293,16.515,2,3,2.849,2,15.2177,0
CUST-0000659,2,Low-Engagement Risk,High Risk (Top 25%),6.418384606190367,0.9021333333333333,0.471922,15.3433,4,2,1.8868,1,3.0524,0
CUST-0000664,2,Low-Engagement Risk,High Risk (Top 25%),2.6211533873890343,0.7578666666666667,0.626781,17.8473,3,0,1.1281,2,8.4515,0
CUST-0000668,0,Service-Friction Risk,High Risk (Top 25%),11.117120965353934,0.9470666666666666,0.41218,12.0524,3,4,5.3994,1,19.5187,1
CUST-0000669,0,Service-Friction Risk,High Risk (Top 25%),3.279630232644685,0.8005333333333333,0.686741,9.9172,2,1,3.6546,2,9.2943,1
CUST-0000670,2,Low-Engagement Risk,High Risk (Top 25%),12.3777621024173,0.9530666666666666,0.40769,13.4069,1,2,2.4343,0,4.3672,0
CUST-0000671,2,Low-Engagement Risk,High Risk (Top 25%),4.134043367834062,0.8425333333333334,0.630973,12.3252,4,2,3.4488,0,19.216,0
CUST-0000672,0,Service-Friction Risk,High Risk (Top 25%),4.449005864290611,0.8553333333333333,0.676015,11.5087,2,2,5.0326,1,1.381,1
CUST-0000679,2,Low-Engagement Risk,High Risk (Top 25%),7.137547670199705,0.9128,0.602665,13.6661,1,2,4.7046,0,26.9336,0
CUST-0000680,0,Service-Friction Risk,High Risk (Top 25%),5.346964912862244,0.8802666666666666,0.558767,15.7016,2,3,3.1653,2,2.3589,1
CUST-0000684,2,Low-Engagement Risk,High Risk (Top 25%),3.5813292017568727,0.8185333333333333,0.436335,16.3255,2,2,3.0793,0,11.3489,1
CUST-0000686,2,Low-Engagement Risk,High Risk (Top 25%),4.342700956062954,0.8509333333333333,0.571269,13.8837,4,1,3.3993,0,4.7487,0
CUST-0000696,0,Service-Friction Risk,High Risk (Top 25%),2.6230508816162152,0.758,0.699649,15.5376,2,4,3.3613,1,20.9608,1
CUST-0000698,2,Low-Engagement Risk,High Risk (Top 25%),4.383322363980614,0.8530666666666666,0.578561,8.5022,1,1,2.3661,1,3.2737,1
CUST-0000700,0,Service-Friction Risk,High Risk (Top 25%),5.689865652114257,0.8873333333333333,0.732972,8.6423,4,4,4.7819,2,17.3506,1
CUST-0000709,2,Low-Engagement Risk,High Risk (Top 25%),3.287124667085249,0.8010666666666667,0.489936,13.4269,2,1,3.3591,0,8.0957,1
CUST-0000710,2,Low-Engagement Risk,High Risk (Top 25%),4.798240456909084,0.8674666666666667,0.630005,14.5147,1,1,1.7477,1,5.5259,0
CUST-0000717,2,Low-Engagement Risk,High Risk (Top 25%),60.24159206577303,0.996,0.184675,12.1414,1,4,4.2406,0,3.2502,0
CUST-0000719,0,Service-Friction Risk,High Risk (Top 25%),2.611412273310342,0.7569333333333333,0.750629,12.3998,2,3,3.0932,1,2.1088,1
CUST-0000722,0,Service-Friction Risk,High Risk (Top 25%),55.660937319897144,0.9953333333333333,0.353431,13.1369,2,5,7.5028,1,1.6137,1
CUST-0000726,0,Service-Friction Risk,High Risk (Top 25%),2.5999549902557155,0.7558666666666667,0.705721,12.5098,6,4,4.8213,0,8.6882,1
CUST-0000729,0,Service-Friction Risk,High Risk (Top 25%),14.79785055799617,0.9617333333333333,0.5374,9.9058,2,4,5.3571,1,6.1124,1
CUST-0000731,2,Low-Engagement Risk,High Risk (Top 25%),2.6817381528375885,0.7617333333333334,0.64063,13.6931,2,2,2.7386,1,4.6985,1
CUST-0000733,0,Service-Friction Risk,High Risk (Top 25%),5.845814136582375,0.89,0.505734,9.3277,5,3,2.9498,3,31.6541,1
CUST-0000738,2,Low-Engagement Risk,High Risk (Top 25%),5.054175446409154,0.874,0.449712,16.1485,5,1,3.1381,1,12.3452,0
CUST-0000740,2,Low-Engagement Risk,High Risk (Top 25%),24.581127810952708,0.9828,0.349874,6.2973,2,3,2.6205,1,29.4061,0
CUST-0000742,0,Service-Friction Risk,High Risk (Top 25%),3.124624228372085,0.7929333333333334,0.599161,14.4821,4,3,2.5472,2,6.8647,1
CUST-0000744,0,Service-Friction Risk,High Risk (Top 25%),5.095246388849424,0.8748,0.327966,17.14,6,3,5.6912,0,18.7181,1
CUST-0000747,2,Low-Engagement Risk,High Risk (Top 25%),4.16557161713029,0.8441333333333333,0.393345,13.6653,3,1,3.7832,0,7.2737,1
CUST-0000748,2,Low-Engagement Risk,High Risk (Top 25%),2.9660893273636075,0.7826666666666666,0.582805,16.731,2,2,3.5733,1,8.3339,1
CUST-0000753,0,Service-Friction Risk,High Risk (Top 25%),3.5484758213912295,0.8161333333333334,0.645304,14.7124,2,2,5.105,1,10.5758,1
CUST-0000754,2,Low-Engagement Risk,High Risk (Top 25%),3.4295994047966865,0.8090666666666667,0.574933,14.5921,3,2,4.9311,0,4.1364,1
CUST-0000755,0,Service-Friction Risk,High Risk (Top 25%),7.522985374851189,0.9170666666666667,0.494041,16.2871,2,4,4.1647,1,9.7297,1
CUST-0000757,2,Low-Engagement Risk,High Risk (Top 25%),3.5616830431075375,0.8172,0.486079,15.6549,2,3,1.8687,1,14.6365,1
CUST-0000758,0,Service-Friction Risk,High Risk (Top 25%),5.613211463826205,0.8864,0.448069,14.2908,4,3,3.3976,3,15.1312,1
CUST-0000759,2,Low-Engagement Risk,High Risk (Top 25%),7.921717930782683,0.9213333333333333,0.266323,13.7058,3,2,2.8573,1,7.2664,1
